abundance	growth_rate	reactions	metabolites	taxon	tradeoff	sample_id
0.06657664049432084	0.005428468371317052	2172	1299	AZC3J_87		sample_15
0.06630283470880505	0.0	2550	1455	AZC3J_88		sample_15
0.025078410307590535	6.311298762271544	2402	1382	AZC3J_89		sample_15
0.0001541204645739171	0.0	1353	933	AZC3J_9		sample_15
0.002090969014121775	0.0	2179	1285	AZC3J_91		sample_15
0.0018129858891540265	0.0	1102	762	AZC3J_92		sample_15
0.0018572586898659583	0.0	2377	1399	AZC3J_93		sample_15
0.0018970502754388481	0.0	2327	1438	AZC3J_94		sample_15
0.00012561002940612463	0.0	950	668	AZC3J_96		sample_15
0.0008618461873566846	0.0	1768	1083	AZC3J_97		sample_15
0.0004934974779283673	0.0	859	689	AZC3J_99		sample_15
0.007854190072083994	9.433591738780743e-10	1865	1169	AZC3J_1	1.0	sample_15
0.0007135701968816407	5.5452429961073725e-08	1963	1147	AZC3J_17	1.0	sample_15
0.141648626286256	1.5482254432226182e-10	2297	1380	AZC3J_18	1.0	sample_15
0.00011325523480521494	2.54209297230658e-08	2377	1399	AZC3J_2	1.0	sample_15
0.0012564326700639044	5.463894895581909e-09	1947	1196	AZC3J_20	1.0	sample_15
0.0008719668709654779	4.1461940989194e-09	2428	1361	AZC3J_21	1.0	sample_15
0.017771277170410545	2.5845887951478897e-09	1963	1147	AZC3J_24	1.0	sample_15
0.0005092782432229449	4.96649205479839e-11	837	609	AZC3J_25	1.0	sample_15
0.0017161052535162775	2.2323099060861436e-09	2048	1295	AZC3J_26	1.0	sample_15
0.0019047634126276342	1.6691355681025803e-10	950	731	AZC3J_27	1.0	sample_15
0.006359708903544805	2.483673475842198e-10	1551	1007	AZC3J_28	1.0	sample_15
0.006423785644203916	1.980822511267704e-09	2227	1378	AZC3J_29	1.0	sample_15
0.01332968555489243	2.6443483198080153e-10	1382	898	AZC3J_3	1.0	sample_15
0.00033945656676743075	1.6311598113215693e-09	1153	827	AZC3J_30	1.0	sample_15
0.031503717197778926	1.0305286313833806e-09	2289	1344	AZC3J_32	1.0	sample_15
0.002557513896998975	0.026544163046800306	2675	1511	AZC3J_33	1.0	sample_15
0.026188872396707367	1.597868143399368e-10	2428	1361	AZC3J_34	1.0	sample_15
0.001222408873234686	1.0543680472190477e-09	1277	878	AZC3J_36	1.0	sample_15
0.0005377741282022595	1.261043218680351e-08	1945	1151	AZC3J_37	1.0	sample_15
0.0005787023237263088	7.856239364501228e-08	1963	1147	AZC3J_39	1.0	sample_15
0.00167512029602844	7.084176796852086e-12	1151	872	AZC3J_4	1.0	sample_15
0.001044265284077076	3.617924833633504e-08	1963	1147	AZC3J_40	1.0	sample_15
0.0007328427293141604	5.585071531744079e-08	1963	1147	AZC3J_41	1.0	sample_15
0.0004920975304983178	1.3558719216787635e-08	1947	1196	AZC3J_43	1.0	sample_15
0.00016606928446581389	2.526342831329872e-09	1345	900	AZC3J_44	1.0	sample_15
0.0028141036865264916	4.0567295439016067e-10	2456	1441	AZC3J_47	1.0	sample_15
0.014642707737274979	9.577546561388882e-10	2227	1378	AZC3J_50	1.0	sample_15
0.0007990193278650446	4.959225051648648e-08	1963	1147	AZC3J_51	1.0	sample_15
0.00926393598790277	7.512224191950528e-11	1236	837	AZC3J_52	1.0	sample_15
0.0005951418514264231	1.1815090121287238e-09	1353	933	AZC3J_53	1.0	sample_15
0.0011508309079579031	4.089383066482784e-09	1850	1234	AZC3J_54	1.0	sample_15
0.00956141985958598	6.818421496396516e-10	1742	1110	AZC3J_55	1.0	sample_15
0.0042130649831407345	4.994946234687871e-10	1176	780	AZC3J_57	1.0	sample_15
0.00016333337106100998	3.436812175461729e-09	1183	803	AZC3J_58	1.0	sample_15
0.0005361879899747669	0.013051812825785972	2675	1511	AZC3J_59	1.0	sample_15
0.005091536797906642	5.056420041050284e-10	1948	1209	AZC3J_60	1.0	sample_15
0.007598891805936651	5.068583541873091e-10	2377	1399	AZC3J_61	1.0	sample_15
0.3972201680828089	7.000038228939634e-11	2550	1455	AZC3J_62	1.0	sample_15
0.00015705293311384758	3.9500437344770044e-08	2210	1305	AZC3J_63	1.0	sample_15
0.0016726278397153035	5.00689711273203e-10	1138	765	AZC3J_64	1.0	sample_15
0.0025034746458345715	0.02571495538425568	2675	1511	AZC3J_65	1.0	sample_15
0.00030395297078291046	0.013739516563998362	2675	1511	AZC3J_67	1.0	sample_15
0.0006240993689877443	1.0492507532286802e-09	1170	812	AZC3J_68	1.0	sample_15
0.0003320240913876814	1.5791784693314646e-08	2210	1305	AZC3J_69	1.0	sample_15
0.0043499795205840545	9.8163339753771e-12	1052	719	AZC3J_70	1.0	sample_15
0.02181650627572151	1.4197793234640272e-09	2289	1344	AZC3J_74	1.0	sample_15
0.00030967869473595515	3.242495278193233e-09	1448	976	AZC3J_75	1.0	sample_15
0.041012888712823777	1.0443048604665916e-09	2113	1300	AZC3J_76	1.0	sample_15
0.0005477380141821882	3.4584642688494247e-09	2327	1438	AZC3J_77	1.0	sample_15
0.0015588196933948924	8.959967612792304e-09	2243	1348	AZC3J_78	1.0	sample_15
0.000604605757166297	2.0490736625693926e-09	1615	1080	AZC3J_8	1.0	sample_15
0.015346788249059787	1.5315711103508785e-10	1948	1209	AZC3J_80	1.0	sample_15
0.009439007938615854	5.089179402325263e-10	2428	1361	AZC3J_81	1.0	sample_15
0.007282089958710763	2.0144488278555336e-10	2456	1441	AZC3J_82	1.0	sample_15
0.0011440819967187968	3.108152909170628e-09	2048	1295	AZC3J_83	1.0	sample_15
0.0025815313892590067	1.4265835412595716e-09	2377	1399	AZC3J_86	1.0	sample_15
0.06657664049432084	0.03358234032981266	2172	1299	AZC3J_87	1.0	sample_15
0.06630283470880505	2.1339865245866765e-10	2550	1455	AZC3J_88	1.0	sample_15
0.025078410307590535	6.713290762609669	2402	1382	AZC3J_89	1.0	sample_15
0.0001541204645739171	3.884162904958552e-09	1353	933	AZC3J_9	1.0	sample_15
0.002090969014121775	1.903357171006663e-09	2179	1285	AZC3J_91	1.0	sample_15
0.0018129858891540265	8.537432276063714e-12	1102	762	AZC3J_92	1.0	sample_15
0.0018572586898659583	1.8935647344327087e-09	2377	1399	AZC3J_93	1.0	sample_15
0.0018970502754388481	1.214627403492227e-09	2327	1438	AZC3J_94	1.0	sample_15
0.00012561002940612463	4.718494629699793e-09	950	668	AZC3J_96	1.0	sample_15
0.0008618461873566846	6.7118525449110824e-09	1768	1083	AZC3J_97	1.0	sample_15
0.0004934974779283673	6.05870993126337e-10	859	689	AZC3J_99	1.0	sample_15
0.007854190072083994	0.01330272209003804	1865	1169	AZC3J_1	0.9	sample_15
0.0007135701968816407	0.01107368919756944	1963	1147	AZC3J_17	0.9	sample_15
0.141648626286256	0.04692743236285697	2297	1380	AZC3J_18	0.9	sample_15
0.00011325523480521494	0.0008243219967279878	2377	1399	AZC3J_2	0.9	sample_15
0.0012564326700639044	0.009900039915360365	1947	1196	AZC3J_20	0.9	sample_15
0.0008719668709654779	0.010584634057177716	2428	1361	AZC3J_21	0.9	sample_15
0.017771277170410545	0.020753058765026127	1963	1147	AZC3J_24	0.9	sample_15
0.0005092782432229449	0.0	837	609	AZC3J_25	0.9	sample_15
0.0017161052535162775	0.0072547762338073555	2048	1295	AZC3J_26	0.9	sample_15
0.0019047634126276342	0.0	950	731	AZC3J_27	0.9	sample_15
0.006359708903544805	0.0	1551	1007	AZC3J_28	0.9	sample_15
0.006423785644203916	0.010606088492072178	2227	1378	AZC3J_29	0.9	sample_15
0.01332968555489243	0.018024891756651226	1382	898	AZC3J_3	0.9	sample_15
0.00033945656676743075	0.006220840326031263	1153	827	AZC3J_30	0.9	sample_15
0.031503717197778926	0.03439968257615547	2289	1344	AZC3J_32	0.9	sample_15
0.002557513896998975	0.011052538188182408	2675	1511	AZC3J_33	0.9	sample_15
0.026188872396707367	0.02862453673931959	2428	1361	AZC3J_34	0.9	sample_15
0.001222408873234686	4.198942860852086e-07	1277	878	AZC3J_36	0.9	sample_15
0.0005377741282022595	0.008400488288195626	1945	1151	AZC3J_37	0.9	sample_15
0.0005787023237263088	0.008888695619675178	1963	1147	AZC3J_39	0.9	sample_15
0.00167512029602844	0.0	1151	872	AZC3J_4	0.9	sample_15
0.001044265284077076	0.011366014487445413	1963	1147	AZC3J_40	0.9	sample_15
0.0007328427293141604	0.011481075288477815	1963	1147	AZC3J_41	0.9	sample_15
0.0004920975304983178	0.007675322529176118	1947	1196	AZC3J_43	0.9	sample_15
0.00016606928446581389	3.1220790199126336e-07	1345	900	AZC3J_44	0.9	sample_15
0.0028141036865264916	0.009848032349054637	2456	1441	AZC3J_47	0.9	sample_15
0.014642707737274979	0.015382202915872183	2227	1378	AZC3J_50	0.9	sample_15
0.0007990193278650446	0.011767634330769902	1963	1147	AZC3J_51	0.9	sample_15
0.00926393598790277	0.0	1236	837	AZC3J_52	0.9	sample_15
0.0005951418514264231	0.008625654852398893	1353	933	AZC3J_53	0.9	sample_15
0.0011508309079579031	0.018030422881216875	1850	1234	AZC3J_54	0.9	sample_15
0.00956141985958598	0.0	1742	1110	AZC3J_55	0.9	sample_15
0.0042130649831407345	0.0	1176	780	AZC3J_57	0.9	sample_15
0.00016333337106100998	0.0003304430149176209	1183	803	AZC3J_58	0.9	sample_15
0.0005361879899747669	0.008399768658901125	2675	1511	AZC3J_59	0.9	sample_15
0.005091536797906642	0.010066057056008347	1948	1209	AZC3J_60	0.9	sample_15
0.007598891805936651	0.010635577387809984	2377	1399	AZC3J_61	0.9	sample_15
0.3972201680828089	0.3322592376623802	2550	1455	AZC3J_62	0.9	sample_15
0.00015705293311384758	0.002452622865218656	2210	1305	AZC3J_63	0.9	sample_15
0.0016726278397153035	0.009238685110385128	1138	765	AZC3J_64	0.9	sample_15
0.0025034746458345715	0.011361904543828216	2675	1511	AZC3J_65	0.9	sample_15
0.00030395297078291046	0.004759376585449128	2675	1511	AZC3J_67	0.9	sample_15
0.0006240993689877443	0.0	1170	812	AZC3J_68	0.9	sample_15
0.0003320240913876814	0.005178600881586171	2210	1305	AZC3J_69	0.9	sample_15
0.0043499795205840545	0.0	1052	719	AZC3J_70	0.9	sample_15
0.02181650627572151	0.025739984661669966	2289	1344	AZC3J_74	0.9	sample_15
0.00030967869473595515	0.004849706337199932	1448	976	AZC3J_75	0.9	sample_15
0.041012888712823777	0.042065209637390875	2113	1300	AZC3J_76	0.9	sample_15
0.0005477380141821882	0.008581363147515455	2327	1438	AZC3J_77	0.9	sample_15
0.0015588196933948924	0.007951894512169001	2243	1348	AZC3J_78	0.9	sample_15
0.000604605757166297	0.0	1615	1080	AZC3J_8	0.9	sample_15
0.015346788249059787	0.015324593654871134	1948	1209	AZC3J_80	0.9	sample_15
0.009439007938615854	0.015991935880877453	2428	1361	AZC3J_81	0.9	sample_15
0.007282089958710763	0.01092254834545542	2456	1441	AZC3J_82	0.9	sample_15
0.0011440819967187968	0.007266959966251258	2048	1295	AZC3J_83	0.9	sample_15
0.0025815313892590067	0.00836799523456539	2377	1399	AZC3J_86	0.9	sample_15
0.06657664049432084	0.06359184624086942	2172	1299	AZC3J_87	0.9	sample_15
0.06630283470880505	0.05960299809909081	2550	1455	AZC3J_88	0.9	sample_15
0.025078410307590535	0.03053903779426778	2402	1382	AZC3J_89	0.9	sample_15
0.0001541204645739171	0.00041254415227202695	1353	933	AZC3J_9	0.9	sample_15
0.002090969014121775	0.007553473196032289	2179	1285	AZC3J_91	0.9	sample_15
0.0018129858891540265	0.024060433183178173	1102	762	AZC3J_92	0.9	sample_15
0.0018572586898659583	0.007948273996851765	2377	1399	AZC3J_93	0.9	sample_15
0.0018970502754388481	0.009829056460513933	2327	1438	AZC3J_94	0.9	sample_15
0.00012561002940612463	0.0	950	668	AZC3J_96	0.9	sample_15
0.0008618461873566846	6.791746859786922e-07	1768	1083	AZC3J_97	0.9	sample_15
0.0004934974779283673	0.0	859	689	AZC3J_99	0.9	sample_15
0.007854190072083994	0.01250893766843691	1865	1169	AZC3J_1	0.8	sample_15
0.0007135701968816407	0.004652558031032835	1963	1147	AZC3J_17	0.8	sample_15
0.141648626286256	0.07878678279465104	2297	1380	AZC3J_18	0.8	sample_15
0.00011325523480521494	0.0007460927066175966	2377	1399	AZC3J_2	0.8	sample_15
0.0012564326700639044	0.007171350507425073	1947	1196	AZC3J_20	0.8	sample_15
0.0008719668709654779	0.005619728863689731	2428	1361	AZC3J_21	0.8	sample_15
0.017771277170410545	0.01727021534212942	1963	1147	AZC3J_24	0.8	sample_15
0.0005092782432229449	1.4745571913522029e-05	837	609	AZC3J_25	0.8	sample_15
0.0017161052535162775	0.007656139453185491	2048	1295	AZC3J_26	0.8	sample_15
0.0019047634126276342	9.464691944185087e-06	950	731	AZC3J_27	0.8	sample_15
0.006359708903544805	1.521237112531547e-06	1551	1007	AZC3J_28	0.8	sample_15
0.006423785644203916	0.009519187595119829	2227	1378	AZC3J_29	0.8	sample_15
0.01332968555489243	0.01424337316141508	1382	898	AZC3J_3	0.8	sample_15
0.00033945656676743075	0.005842045688105075	1153	827	AZC3J_30	0.8	sample_15
0.031503717197778926	0.028329234983632462	2289	1344	AZC3J_32	0.8	sample_15
0.002557513896998975	0.008991971197465367	2675	1511	AZC3J_33	0.8	sample_15
0.026188872396707367	0.02416932128786704	2428	1361	AZC3J_34	0.8	sample_15
0.001222408873234686	0.00016539139685427113	1277	878	AZC3J_36	0.8	sample_15
0.0005377741282022595	0.0035293166821875346	1945	1151	AZC3J_37	0.8	sample_15
0.0005787023237263088	0.0037750168953682105	1963	1147	AZC3J_39	0.8	sample_15
0.00167512029602844	7.530016515133312e-07	1151	872	AZC3J_4	0.8	sample_15
0.001044265284077076	0.006774740784390904	1963	1147	AZC3J_40	0.8	sample_15
0.0007328427293141604	0.004675459870470572	1963	1147	AZC3J_41	0.8	sample_15
0.0004920975304983178	0.0032371992758090983	1947	1196	AZC3J_43	0.8	sample_15
0.00016606928446581389	4.60393576441132e-05	1345	900	AZC3J_44	0.8	sample_15
0.0028141036865264916	0.007585477855708592	2456	1441	AZC3J_47	0.8	sample_15
0.014642707737274979	0.013325786706623693	2227	1378	AZC3J_50	0.8	sample_15
0.0007990193278650446	0.005209834615796632	1963	1147	AZC3J_51	0.8	sample_15
0.00926393598790277	4.950420964829331e-07	1236	837	AZC3J_52	0.8	sample_15
0.0005951418514264231	0.003895940440342277	1353	933	AZC3J_53	0.8	sample_15
0.0011508309079579031	0.007556652879122582	1850	1234	AZC3J_54	0.8	sample_15
0.00956141985958598	4.221082570704002e-06	1742	1110	AZC3J_55	0.8	sample_15
0.0042130649831407345	1.4911687495223663e-06	1176	780	AZC3J_57	0.8	sample_15
0.00016333337106100998	0.0010691343526337493	1183	803	AZC3J_58	0.8	sample_15
0.0005361879899747669	0.003512525205404546	2675	1511	AZC3J_59	0.8	sample_15
0.005091536797906642	0.007558567438386262	1948	1209	AZC3J_60	0.8	sample_15
0.007598891805936651	0.008949043794642274	2377	1399	AZC3J_61	0.8	sample_15
0.3972201680828089	0.2837061580207103	2550	1455	AZC3J_62	0.8	sample_15
0.00015705293311384758	0.0008920116924697017	2210	1305	AZC3J_63	0.8	sample_15
0.0016726278397153035	0.007416439500004344	1138	765	AZC3J_64	0.8	sample_15
0.0025034746458345715	0.00910259397188921	2675	1511	AZC3J_65	0.8	sample_15
0.00030395297078291046	0.0019690672103283	2675	1511	AZC3J_67	0.8	sample_15
0.0006240993689877443	3.099425537757379e-05	1170	812	AZC3J_68	0.8	sample_15
0.0003320240913876814	0.0021607142624434873	2210	1305	AZC3J_69	0.8	sample_15
0.0043499795205840545	1.5628003548145277e-06	1052	719	AZC3J_70	0.8	sample_15
0.02181650627572151	0.021974804715214426	2289	1344	AZC3J_74	0.8	sample_15
0.00030967869473595515	0.0013645857722752938	1448	976	AZC3J_75	0.8	sample_15
0.041012888712823777	0.03744364065163767	2113	1300	AZC3J_76	0.8	sample_15
0.0005477380141821882	0.0035748321388788247	2327	1438	AZC3J_77	0.8	sample_15
0.0015588196933948924	0.006929648170526778	2243	1348	AZC3J_78	0.8	sample_15
0.000604605757166297	2.4324377025344826e-05	1615	1080	AZC3J_8	0.8	sample_15
0.015346788249059787	0.014187531589385493	1948	1209	AZC3J_80	0.8	sample_15
0.009439007938615854	0.01349806673017367	2428	1361	AZC3J_81	0.8	sample_15
0.007282089958710763	0.01030203906756769	2456	1441	AZC3J_82	0.8	sample_15
0.0011440819967187968	0.00579688926917173	2048	1295	AZC3J_83	0.8	sample_15
0.0025815313892590067	0.007121921622563463	2377	1399	AZC3J_86	0.8	sample_15
0.06657664049432084	0.052940935729193804	2172	1299	AZC3J_87	0.8	sample_15
0.06630283470880505	0.05193611462291751	2550	1455	AZC3J_88	0.8	sample_15
0.025078410307590535	0.02406214704815503	2402	1382	AZC3J_89	0.8	sample_15
0.0001541204645739171	0.00101001826040534	1353	933	AZC3J_9	0.8	sample_15
0.002090969014121775	0.0064118063573028496	2179	1285	AZC3J_91	0.8	sample_15
0.0018129858891540265	0.01309488916369215	1102	762	AZC3J_92	0.8	sample_15
0.0018572586898659583	0.0063952556175125574	2377	1399	AZC3J_93	0.8	sample_15
0.0018970502754388481	0.007785365113160123	2327	1438	AZC3J_94	0.8	sample_15
0.00012561002940612463	3.347458843186133e-05	950	668	AZC3J_96	0.8	sample_15
0.0008618461873566846	8.296252114680794e-05	1768	1083	AZC3J_97	0.8	sample_15
0.0004934974779283673	1.0894373281981783e-05	859	689	AZC3J_99	0.8	sample_15
0.007854190072083994	0.014155969581932742	1865	1169	AZC3J_1	0.7000000000000001	sample_15
0.0007135701968816407	0.0035033691020245872	1963	1147	AZC3J_17	0.7000000000000001	sample_15
0.141648626286256	0.07837862209982678	2297	1380	AZC3J_18	0.7000000000000001	sample_15
0.00011325523480521494	0.00017795706260423564	2377	1399	AZC3J_2	0.7000000000000001	sample_15
0.0012564326700639044	0.006211531851087353	1947	1196	AZC3J_20	0.7000000000000001	sample_15
0.0008719668709654779	0.004272547997557923	2428	1361	AZC3J_21	0.7000000000000001	sample_15
0.017771277170410545	0.016431620715494498	1963	1147	AZC3J_24	0.7000000000000001	sample_15
0.0005092782432229449	0.0	837	609	AZC3J_25	0.7000000000000001	sample_15
0.0017161052535162775	0.0070865421504195695	2048	1295	AZC3J_26	0.7000000000000001	sample_15
0.0019047634126276342	0.0	950	731	AZC3J_27	0.7000000000000001	sample_15
0.006359708903544805	0.0	1551	1007	AZC3J_28	0.7000000000000001	sample_15
0.006423785644203916	0.010052170910029138	2227	1378	AZC3J_29	0.7000000000000001	sample_15
0.01332968555489243	0.016997935352142567	1382	898	AZC3J_3	0.7000000000000001	sample_15
0.00033945656676743075	0.007546920877676667	1153	827	AZC3J_30	0.7000000000000001	sample_15
0.031503717197778926	0.02831957791782665	2289	1344	AZC3J_32	0.7000000000000001	sample_15
0.002557513896998975	0.009467020480915609	2675	1511	AZC3J_33	0.7000000000000001	sample_15
0.026188872396707367	0.025252322010844614	2428	1361	AZC3J_34	0.7000000000000001	sample_15
0.001222408873234686	7.382997902506798e-10	1277	878	AZC3J_36	0.7000000000000001	sample_15
0.0005377741282022595	0.0026884337556916035	1945	1151	AZC3J_37	0.7000000000000001	sample_15
0.0005787023237263088	0.0029022680477598043	1963	1147	AZC3J_39	0.7000000000000001	sample_15
0.00167512029602844	0.0	1151	872	AZC3J_4	0.7000000000000001	sample_15
0.001044265284077076	0.005162227750124979	1963	1147	AZC3J_40	0.7000000000000001	sample_15
0.0007328427293141604	0.003657473316964851	1963	1147	AZC3J_41	0.7000000000000001	sample_15
0.0004920975304983178	0.0024671090903273427	1947	1196	AZC3J_43	0.7000000000000001	sample_15
0.00016606928446581389	7.334209456051288e-10	1345	900	AZC3J_44	0.7000000000000001	sample_15
0.0028141036865264916	0.009997657911794302	2456	1441	AZC3J_47	0.7000000000000001	sample_15
0.014642707737274979	0.013826872284466336	2227	1378	AZC3J_50	0.7000000000000001	sample_15
0.0007990193278650446	0.0034317638196685847	1963	1147	AZC3J_51	0.7000000000000001	sample_15
0.00926393598790277	0.0	1236	837	AZC3J_52	0.7000000000000001	sample_15
0.0005951418514264231	0.001306552774120755	1353	933	AZC3J_53	0.7000000000000001	sample_15
0.0011508309079579031	0.005782039292108207	1850	1234	AZC3J_54	0.7000000000000001	sample_15
0.00956141985958598	0.0	1742	1110	AZC3J_55	0.7000000000000001	sample_15
0.0042130649831407345	0.0	1176	780	AZC3J_57	0.7000000000000001	sample_15
0.00016333337106100998	0.00027827610585410124	1183	803	AZC3J_58	0.7000000000000001	sample_15
0.0005361879899747669	0.0026524043642912596	2675	1511	AZC3J_59	0.7000000000000001	sample_15
0.005091536797906642	0.009943181714890937	1948	1209	AZC3J_60	0.7000000000000001	sample_15
0.007598891805936651	0.011394210578858536	2377	1399	AZC3J_61	0.7000000000000001	sample_15
0.3972201680828089	0.24221477549335713	2550	1455	AZC3J_62	0.7000000000000001	sample_15
0.00015705293311384758	0.0003369830141894557	2210	1305	AZC3J_63	0.7000000000000001	sample_15
0.0016726278397153035	0.008403666474213022	1138	765	AZC3J_64	0.7000000000000001	sample_15
0.0025034746458345715	0.011217514349794481	2675	1511	AZC3J_65	0.7000000000000001	sample_15
0.00030395297078291046	0.0009793167851924027	2675	1511	AZC3J_67	0.7000000000000001	sample_15
0.0006240993689877443	1.3795997305483338e-09	1170	812	AZC3J_68	0.7000000000000001	sample_15
0.0003320240913876814	0.0015335309424196041	2210	1305	AZC3J_69	0.7000000000000001	sample_15
0.0043499795205840545	0.0	1052	719	AZC3J_70	0.7000000000000001	sample_15
0.02181650627572151	0.022507050486033735	2289	1344	AZC3J_74	0.7000000000000001	sample_15
0.00030967869473595515	0.0003355724644763494	1448	976	AZC3J_75	0.7000000000000001	sample_15
0.041012888712823777	0.03483611088255269	2113	1300	AZC3J_76	0.7000000000000001	sample_15
0.0005477380141821882	0.002751963332790598	2327	1438	AZC3J_77	0.7000000000000001	sample_15
0.0015588196933948924	0.00783186854438145	2243	1348	AZC3J_78	0.7000000000000001	sample_15
0.000604605757166297	1.9897007240045035e-09	1615	1080	AZC3J_8	0.7000000000000001	sample_15
0.015346788249059787	0.015889586300586116	1948	1209	AZC3J_80	0.7000000000000001	sample_15
0.009439007938615854	0.014934213488436942	2428	1361	AZC3J_81	0.7000000000000001	sample_15
0.007282089958710763	0.01297172529460881	2456	1441	AZC3J_82	0.7000000000000001	sample_15
0.0011440819967187968	0.005603274806759338	2048	1295	AZC3J_83	0.7000000000000001	sample_15
0.0025815313892590067	0.007707758375515925	2377	1399	AZC3J_86	0.7000000000000001	sample_15
0.06657664049432084	0.04809404292021885	2172	1299	AZC3J_87	0.7000000000000001	sample_15
0.06630283470880505	0.0476412059631935	2550	1455	AZC3J_88	0.7000000000000001	sample_15
0.025078410307590535	0.02357967337055597	2402	1382	AZC3J_89	0.7000000000000001	sample_15
0.0001541204645739171	0.0003029545082691209	1353	933	AZC3J_9	0.7000000000000001	sample_15
0.002090969014121775	0.006878617369151366	2179	1285	AZC3J_91	0.7000000000000001	sample_15
0.0018129858891540265	0.01588066918867046	1102	762	AZC3J_92	0.7000000000000001	sample_15
0.0018572586898659583	0.008574278864072558	2377	1399	AZC3J_93	0.7000000000000001	sample_15
0.0018970502754388481	0.009091238809552277	2327	1438	AZC3J_94	0.7000000000000001	sample_15
0.00012561002940612463	7.316036570052219e-10	950	668	AZC3J_96	0.7000000000000001	sample_15
0.0008618461873566846	1.4849156172220372e-09	1768	1083	AZC3J_97	0.7000000000000001	sample_15
0.0004934974779283673	0.0	859	689	AZC3J_99	0.7000000000000001	sample_15
0.007854190072083994	0.014991457636248786	1865	1169	AZC3J_1	0.6	sample_15
0.0007135701968816407	0.0032716368645097213	1963	1147	AZC3J_17	0.6	sample_15
0.141648626286256	0.06833027819147411	2297	1380	AZC3J_18	0.6	sample_15
0.00011325523480521494	0.00056192827478252	2377	1399	AZC3J_2	0.6	sample_15
0.0012564326700639044	0.0058578959960338284	1947	1196	AZC3J_20	0.6	sample_15
