,MAGs,abundance_high_fiber,growth_rate_high_fiber,abundance_western,growth_rate_western
34,AZC3J_89,0.0142134061355744,0.0403911240069673,0.0142134061355744,0.0104475147137856
35,AZC3J_1,0.008291021749249,0.0213759524936084,0.008291021749249,0.0054443380536078
36,AZC3J_18,0.1495266814374908,0.3854897977503553,0.1495266814374908,0.0906277674701818
37,AZC3J_24,0.0187596276427973,0.0483685952873998,0.0187596276427973,0.0118206291896229
38,AZC3J_28,0.0067134399648064,0.0173081105914977,0.0067134399648064,0.0043794555772268
39,AZC3J_29,0.006781065707743,0.0174820833604351,0.006781065707743,0.0043348562043498
40,AZC3J_3,0.0140710855745661,0.0362775420622741,0.0140710855745661,0.0090875783035203
41,AZC3J_32,0.0332558396325949,0.085753159369634,0.0332558396325949,0.0205658783119828
42,AZC3J_34,0.027645368490736,0.0712820429630026,0.027645368490736,0.0170776628973073
43,AZC3J_50,0.015457061087355,0.0398510520309816,0.015457061087355,0.0095908466066212
44,AZC3J_52,0.009779140311265,0.0252109609294465,0.009779140311265,0.0061177553844902
45,AZC3J_55,0.0100931421332857,0.0260209350912546,0.0100931421332857,0.0066279260103782
46,AZC3J_60,0.0053746615851086,0.0138573773763854,0.0053746615851086,0.0035289458683509
47,AZC3J_61,0.008021575429736,0.0206801548317828,0.008021575429736,0.0051270358710934
48,AZC3J_62,0.419312186317375,1.0810082772496084,0.419312186317375,0.2538715405000085
49,AZC3J_74,0.0230299115353139,0.0593884330018928,0.0230299115353139,0.0144628650843237
50,AZC3J_76,0.0432938597410391,0.1116520853360026,0.0432938597410391,0.0267069560722168
51,AZC3J_80,0.0162002398248352,0.0417703594079914,0.0162002398248352,0.0102482823129445
52,AZC3J_81,0.0099640544521073,0.0256899806427438,0.0099640544521073,0.0063606844572807
53,AZC3J_82,0.0076871449978699,0.0198193227831934,0.0076871449978699,0.0050347547327334
54,AZC3J_87,0.0702793489120268,0.1812462893570139,0.0702793489120268,0.0429929201585517
55,AZC3J_88,0.0699903545261962,0.1804742845346756,0.0699903545261962,0.0428056212783668
56,AZC3J_89,0.0264731889465018,0.0682721712615132,0.0264731889465018,0.0165610671396378
57,AZC3J_1,0.0111203476174381,0.0300852019653983,0.0111203476174381,0.00795530893906
58,AZC3J_18,0.1354193627622635,0.3663454747680204,0.1354193627622635,0.0860799487785514
59,AZC3J_21,0.0083426967147472,0.0225703498301547,0.0083426967147472,0.0056919322362343
60,AZC3J_24,0.0488708624765408,0.1322705737838657,0.0488708624765408,0.0316009053402797
61,AZC3J_27,0.0058679220195265,0.015911215940128,0.0058679220195265,0.0037843877724669
62,AZC3J_29,0.0126775616841297,0.0342969970921102,0.0126775616841297,0.0083202634938959
63,AZC3J_32,0.0320569699590244,0.0867445009372519,0.0320569699590244,0.0209497727772869
64,AZC3J_34,0.0572584222220192,0.1548941107037226,0.0572584222220192,0.0368370991087422
65,AZC3J_44,0.0066035945234622,0.0178647310267987,0.0066035945234622,0.0046727885452328
66,AZC3J_47,0.0067006285899305,0.0181288917492632,0.0067006285899305,0.0047905349652597
67,AZC3J_50,0.0073709350490905,0.0199402382654242,0.0073709350490905,0.0049520337292739
68,AZC3J_55,0.0102667320327114,0.0277740707483132,0.0102667320327114,0.0071142980092613
69,AZC3J_62,0.4096400706034483,1.108158426031646,0.4096400706034483,0.2601297344772068
70,AZC3J_65,0.0053311896518649,0.014423824160282,0.0053311896518649,0.0038132087759641
71,AZC3J_74,0.0149266002247211,0.0403883942846339,0.0149266002247211,0.0101704057745919
72,AZC3J_76,0.0287659317046632,0.0778653589207413,0.0287659317046632,0.0188357669693666
73,AZC3J_78,0.0069223047417787,0.0187285218866042,0.0069223047417787,0.0046575347772
74,AZC3J_80,0.0062556522851218,0.0169247019736963,0.0062556522851218,0.0044747472421311
75,AZC3J_81,0.0110986266025592,0.0300269114414815,0.0110986266025592,0.007462525569626
76,AZC3J_82,0.0165688713496768,0.0448280709351394,0.0165688713496768,0.0110075366303665
77,AZC3J_87,0.0666751926725069,0.1804151514446692,0.0666751926725069,0.0429569340787341
78,AZC3J_88,0.0670377509208593,0.1814042559246603,0.0670377509208593,0.0431301387981684
79,AZC3J_89,0.0242217735919149,0.0655521789041414,0.0242217735919149,0.0160200371521449
80,AZC7E_100,0.0280074331595336,0.2991315389404296,0.0280074331595336,0.0706125565934053
81,AZC7E_101,0.0221427160098695,0.2365059430149409,0.0221427160098695,0.0557492526895401
82,AZC7E_104,0.0336680323518797,0.3595892811967925,0.0336680323518797,0.0848429310313216
83,AZC7E_109,0.1089916409614119,1.1640945815496968,0.1089916409614119,0.2730551431365238
84,AZC7E_111,0.0102801968023697,0.1098322799318311,0.0102801968023697,0.026478364493272
85,AZC7E_113,0.0499117393952556,0.5330796434940638,0.0499117393952556,0.1248204783715272
86,AZC7E_14,0.0138522610554368,0.1479498857645191,0.0138522610554368,0.0353928788110774
87,AZC7E_17,0.0083867986302868,0.0895931826308056,0.0083867986302868,0.0217149810718985
88,AZC7E_2,0.0078315977863815,0.0836474869969453,0.0078315977863815,0.02022512180585
89,AZC7E_23,0.0526738635936844,0.5625804188189397,0.0526738635936844,0.1319567169697575
90,AZC7E_25,0.0591599158054249,0.6318544807960484,0.0591599158054249,0.1484119419596525
91,AZC7E_26,0.0088930111644357,0.0949842513786642,0.0088930111644357,0.022794880518754
92,AZC7E_3,0.0783478202651574,0.8367902471199257,0.0783478202651574,0.1965464645754951
93,AZC7E_32,0.0172536826961859,0.1842822207257658,0.0172536826961859,0.044007742586304
94,AZC7E_36,0.0178480741878962,0.1906360027477656,0.0178480741878962,0.0453604350350839
95,AZC7E_37,0.0169940446544772,0.1815291427736165,0.0169940446544772,0.0431473462952037
96,AZC7E_38,0.0090073172205339,0.0962328199328069,0.0090073172205339,0.0233351733402417
97,AZC7E_39,0.0431840115220504,0.4612243752396885,0.0431840115220504,0.1082952394128981
98,AZC7E_4,0.0341824096043214,0.365088963610737,0.0341824096043214,0.0861049025787113
99,AZC7E_48,0.0221190383268206,0.2362815674042526,0.0221190383268206,0.0559700116674178
100,AZC7E_54,0.0698483485224309,0.7460119261324862,0.0698483485224309,0.1751559763107804
101,AZC7E_58,0.0138383810343391,0.1478477836901478,0.0138383810343391,0.0353794338631163
102,AZC7E_60,0.0061292540223484,0.0654683528091406,0.0061292540223484,0.0159930196267531
103,AZC7E_61,0.0245676373428087,0.2623993669406138,0.0245676373428087,0.0620623251672332
104,AZC7E_68,0.0414816677580173,0.4430477947980388,0.0414816677580173,0.1044050149407773
105,AZC7E_70,0.0545631794066209,0.582759193277028,0.0545631794066209,0.1369084295644628
106,AZC7E_71,0.0071661732455245,0.0765520498188905,0.0071661732455245,0.0186597112786429
107,AZC7E_73,0.0076193151107707,0.0813836074628103,0.0076193151107707,0.019880742219171
108,AZC7E_79,0.044776948060961,0.4782378082856183,0.044776948060961,0.1127269448135832
109,AZC7E_81,0.0115555257996933,0.1234353770696254,0.0115555257996933,0.0296232092742622
110,AZC7E_89,0.0547379043780852,0.5846253383552968,0.0547379043780852,0.1375545904883982
111,AZC7E_90,0.0081679841800418,0.087244686114656,0.0081679841800418,0.0211900533103486
112,AZC7E_97,0.0128120759449436,0.1368379482571171,0.0128120759449436,0.0325245717451305
113,AZC7E_100,0.0259594641338295,0.2673760682569813,0.0259594641338295,0.0648631250993304
114,AZC7E_101,0.0189343390710962,0.1950240661015918,0.0189343390710962,0.0473149370303091
115,AZC7E_104,0.0534285375305172,0.5502845929162239,0.0534285375305172,0.1326563210087232
116,AZC7E_107,0.0083492499021054,0.0860031501260483,0.0083492499021054,0.0212016920263639
117,AZC7E_109,0.082941058843123,0.8542479310457163,0.082941058843123,0.2062510870191711
118,AZC7E_111,0.0080598273602335,0.0830444460320178,0.0080598273602335,0.0206509740462359
119,AZC7E_113,0.107129007480091,1.103370944682654,0.107129007480091,0.2648467276211115
120,AZC7E_116,0.0110808283188482,0.1141256543488465,0.0110808283188482,0.0277211025378674
121,AZC7E_14,0.0136680296708236,0.1407795763721182,0.0136680296708236,0.034403578073887
122,AZC7E_17,0.0076918663687775,0.0792364318245024,0.0076918663687775,0.0195969985345254
123,AZC7E_2,0.0086729842772708,0.0893355398139989,0.0086729842772708,0.0219545851705797
124,AZC7E_23,0.0757898266528305,0.7805940104594522,0.0757898266528305,0.1877546374021145
125,AZC7E_25,0.0429485005004737,0.4423457723328919,0.0429485005004737,0.1069222396952055
126,AZC7E_26,0.0099469781913764,0.1024605033615545,0.0099469781913764,0.0251170101252995
127,AZC7E_27,0.0079841853641092,0.0822455280637086,0.0079841853641092,0.0203007031988089
128,AZC7E_3,0.0840742405582579,0.8659372956731715,0.0840742405582579,0.2090840710056287
129,AZC7E_32,0.0154529134144228,0.1591716476845206,0.0154529134144228,0.0392613542781133
130,AZC7E_36,0.0127363742752599,0.1311990764576595,0.0127363742752599,0.0321693898521246
131,AZC7E_37,0.0157190529265598,0.161946596841941,0.0157190529265598,0.0395517953573756
132,AZC7E_39,0.0453195818635224,0.4667666520123903,0.0453195818635224,0.1125773180794342
133,AZC7E_4,0.0196689242293345,0.2025916792997353,0.0196689242293345,0.049234738626078
134,AZC7E_42,0.0109636333557808,0.1129248965266981,0.0109636333557808,0.0274767790137818
135,AZC7E_48,0.0137395497908704,0.1415567508726428,0.0137395497908704,0.0346262855673947
136,AZC7E_54,0.0616669423867556,0.6351357941453819,0.0616669423867556,0.1533996266167756
137,AZC7E_58,0.0102374033517536,0.1054851854986982,0.0102374033517536,0.026042340217983
138,AZC7E_61,0.0190891879291416,0.1966562465125201,0.0190891879291416,0.0478433334310052
139,AZC7E_68,0.038623092866425,0.3978008388211465,0.038623092866425,0.0964181657603421
140,AZC7E_70,0.0451591629026696,0.4651144224045161,0.0451591629026696,0.1124204725987385
141,AZC7E_71,0.0067722423952778,0.0697722851593212,0.0067722423952778,0.0173928230207102
142,AZC7E_73,0.0055289954486689,0.0569606698875783,0.0055289954486689,0.0141996685409966
143,AZC7E_79,0.0343628554352227,0.3539236880664674,0.0343628554352227,0.0857791953436472
144,AZC7E_81,0.0080158235480552,0.0825758664370841,0.0080158235480552,0.02050485628001
145,AZC7E_84,0.0075660934473867,0.0779451787816778,0.0075660934473867,0.019348163117114
146,AZC7E_87,0.0108931158542393,0.1122416575783189,0.0108931158542393,0.0275730854899072
147,AZC7E_89,0.0390312700001503,0.4020050207740421,0.0390312700001503,0.0974313026489001
148,AZC7E_90,0.0069619600968975,0.0717250464120941,0.0069619600968975,0.0178800937380908
149,AZC7E_91,0.00583290025784,0.0600808974193399,0.00583290025784,0.0147477466046849
150,AZC7E_100,0.0156672595828222,0.1234035259334772,0.0168004628170606,0.0522608506148489
151,AZC7E_101,0.0212507254358337,0.1673311481820485,0.0200285699150354,0.0619786451065356
152,AZC7E_104,0.0354793666524384,0.27927947817846,0.0437632078992552,0.1346187612821767
153,AZC7E_106,0.0155732727221314,0.1228595375488787,0.0055478788499127,0.0189766729822164
154,AZC7E_107,0.0054805919825706,0.0431587155310525,0.0807254232438675,0.2488509845164935
155,AZC7E_109,0.0688546664207029,0.5419975677250145,0.0082788706234173,0.0264326496092662
156,AZC7E_111,0.0118994367520941,0.093805461787157,0.0840774350644978,0.2576471083581584
157,AZC7E_113,0.2043648683039411,1.6086838071731628,0.006263772803033,0.0200612183543522
158,AZC7E_116,0.0084598946754692,0.0665921684639116,0.0060099776223282,0.0192483371999667
159,AZC7E_12,0.0096421362755619,0.0760168365988462,0.044989984368252,0.1387226526323798
160,AZC7E_14,0.0073277434939682,0.0576918237075556,0.0061168229991108,0.0194295671858619
161,AZC7E_2,0.0219277539967979,0.1726083520710844,0.0071595381047425,0.0226904587960135
162,AZC7E_23,0.0495623147698062,0.3901352477151044,0.047672790971835,0.146537540948351
163,AZC7E_25,0.0491898682702782,0.3872346133323849,0.0540134804746807,0.1662418312886101
164,AZC7E_26,0.0076805308507157,0.0604687679750191,0.0336284600169336,0.1038505842772146
165,AZC7E_28,0.0063469407815451,0.0499720733142387,0.0596137345092909,0.1838783589114363
166,AZC7E_3,0.0564750618387761,0.4445500924513382,0.0185656561847461,0.0578800258050083
167,AZC7E_32,0.01116585449272,0.0879296217848818,0.0056403584617498,0.0177848936920852
168,AZC7E_36,0.0149239824037206,0.1175826712167147,0.013085715431555,0.0409509594709962
169,AZC7E_37,0.0163782203628323,0.128999902977387,0.0139018704525245,0.0432747907841021
170,AZC7E_39,0.0182676524963745,0.1438471430519083,0.0320619930643284,0.0987492549105774
171,AZC7E_4,0.0175995109451604,0.1386325101586034,0.023638866217916,0.0732753384933324
172,AZC7E_42,0.0139030534957591,0.1094679926171463,0.0086751263064989,0.0268530790645267
173,AZC7E_46,0.0077543199619743,0.0610499305886955,0.0118709104333462,0.0368262418789089
174,AZC7E_48,0.0131320380741041,0.1035039290945511,0.011957703596559,0.0371235615021237
175,AZC7E_54,0.0519106397704458,0.4086211593868955,0.0222819000041002,0.0691197547784495
176,AZC7E_55,0.0059744942820171,0.0470326430928945,0.055319268650878,0.1706876400185714
177,AZC7E_58,0.0087776725998677,0.0692024775228617,0.0061377730729897,0.0192649902415145
178,AZC7E_61,0.0174118065271047,0.1372551925500577,0.0120726297161235,0.0380758930294924
179,AZC7E_68,0.0397989919976516,0.3133148723496505,0.0174134021214044,0.0543494719557343
180,AZC7E_70,0.0376284071920146,0.2961959328963783,0.0070921985815602,0.0225544278196364
181,AZC7E_71,0.0086669889329798,0.0682903941309086,0.0381414052172268,0.1178989846852453
182,AZC7E_72,0.0062513381008998,0.0498140640033727,0.0418447797054838,0.1288237706007329
183,AZC7E_73,0.0097536278524271,0.0768903800225605,0.0074633141759872,0.0237071796859488
184,AZC7E_79,0.0344918313568713,0.2715193283634315,0.0104014123941235,0.0328978895298644
185,AZC7E_81,0.0081878983164502,0.0644865059350098,0.0098734705323743,0.0310610216810979
186,AZC7E_84,0.0081493879408663,0.0641996539808673,0.0425388257244161,0.1313910102521416
187,AZC7E_87,0.0161665479487838,0.1274377330584867,0.0084859770680491,0.0267842319244693
188,AZC7E_89,0.022446970808866,0.1769555986763422,0.0095412622180082,0.0301721356378864
189,AZC7E_90,0.007428462937803,0.0585299756017024,0.0398775677682514,0.1232255416913052
190,AZC7E_91,0.0086478683968507,0.0680849625125453,0.0074262026165445,0.0237843586728321
191,AZC7E_100,0.0168004628170606,0.2129386559765725,0.0156672595828222,0.0303554152103099
192,AZC7E_101,0.0200285699150354,0.2538568955189127,0.0212507254358337,0.040789523230766
193,AZC7E_104,0.0437632078992552,0.5546718899103212,0.0354793666524384,0.0677255765875687
194,AZC7E_106,0.0055478788499127,0.0705134542426357,0.0155732727221314,0.0306503729387794
195,AZC7E_109,0.0807254232438675,1.023165123963976,0.0054805919825706,0.0109570961898258
196,AZC7E_111,0.0082788706234173,0.1049491425210194,0.0688546664207029,0.1320380282582663
197,AZC7E_113,0.0840774350644978,1.065630975578678,0.0118994367520941,0.0234287558569713
198,AZC7E_12,0.006263772803033,0.0793953886575533,0.2043648683039411,0.3853734929018494
199,AZC7E_14,0.0060099776223282,0.076174317503702,0.0084598946754692,0.0163524294912227
200,AZC7E_15,0.044989984368252,0.5702205671001165,0.0096421362755619,0.0190901686358179
201,AZC7E_17,0.0061168229991108,0.077536413244203,0.0073277434939682,0.0146503520459423
202,AZC7E_2,0.0071595381047425,0.0907454007298415,0.0219277539967979,0.0417480410317872
203,AZC7E_23,0.047672790971835,0.6042235568658333,0.0495623147698062,0.0941929344018553
204,AZC7E_25,0.0540134804746807,0.6845880649443629,0.0491898682702782,0.0942543149432076
205,AZC7E_27,0.0336284600169336,0.426219935469506,0.0076805308507157,0.0151129872235624
206,AZC7E_3,0.0596137345092909,0.7555679906194056,0.0063469407815451,0.0126319966952168
207,AZC7E_32,0.0185656561847461,0.2353077618774059,0.0564750618387761,0.1083567243760926
208,AZC7E_34,0.0056403584617498,0.0714912464408676,0.01116585449272,0.0223244069951412
209,AZC7E_36,0.013085715431555,0.1658712182027455,0.0149239824037206,0.0289974974118332
210,AZC7E_37,0.0139018704525245,0.1762172474333634,0.0163782203628323,0.0317008743029815
211,AZC7E_39,0.0320619930643284,0.4063658855707019,0.0182676524963745,0.0352249276877497
212,AZC7E_4,0.023638866217916,0.2996117412643713,0.0175995109451604,0.0340372524406097
213,AZC7E_40,0.0086751263064989,0.1099628250977777,0.0139030534957591,0.0268051459862133
214,AZC7E_42,0.0118709104333462,0.1504564390990445,0.0077543199619743,0.0150964272370399
215,AZC7E_46,0.011957703596559,0.1515558929311798,0.0131320380741041,0.0256650167842787
216,AZC7E_48,0.0222819000041002,0.2824299710096524,0.0519106397704458,0.0996282219876485
217,AZC7E_54,0.055319268650878,0.7011381633728074,0.0059744942820171,0.0116808131092097
218,AZC7E_55,0.0061377730729897,0.0777918382431877,0.0087776725998677,0.0174895676602643
219,AZC7E_58,0.0120726297161235,0.1530390361753276,0.0174118065271047,0.0338562949946767
220,AZC7E_61,0.0174134021214044,0.2207279468978884,0.0397989919976516,0.0766121121649298
221,AZC7E_67,0.0070921985815602,0.0898951678886513,0.0376284071920146,0.0721592389856546
222,AZC7E_68,0.0381414052172268,0.4834199137657063,0.0086669889329798,0.0170944349205677
223,AZC7E_70,0.0418447797054838,0.5303569467913389,0.0062513381008998,0.0129429196180903
224,AZC7E_71,0.0074633141759872,0.0946048240251186,0.0097536278524271,0.0193215166580567
225,AZC7E_73,0.0104014123941235,0.131856311399258,0.0344918313568713,0.0663087760478106
226,AZC7E_74,0.0098734705323743,0.1251460338123716,0.0081878983164502,0.0161652184260852
227,AZC7E_79,0.0425388257244161,0.539153578073917,0.0081493879408663,0.0161126291000573
228,AZC7E_81,0.0084859770680491,0.1075629658258808,0.0161665479487838,0.0314424032177406
229,AZC7E_87,0.0095412622180082,0.1209523164806412,0.022446970808866,0.0435177765196652
230,AZC7E_89,0.0398775677682514,0.5054236953461929,0.007428462937803,0.0148517354789094
231,AZC7E_90,0.0074262026165445,0.0941327604569076,0.0086478683968507,0.0167824467488553
