gene,postFMT_2_ileum
gene_4135494,55
gene_3036178,55
gene_4203002,55
gene_4410467,55
gene_4492961,54
gene_4489856,54
gene_4401297,54
gene_3862165,54
gene_2803613,54
gene_3042132,54
gene_4265553,54
gene_3836959,54
gene_4501677,54
gene_4172273,54
gene_3101473,54
gene_3264320,54
gene_4309498,54
gene_4392070,54
gene_4410387,54
gene_3824167,53
gene_4408765,53
gene_3273310,53
gene_4055190,53
gene_4257777,53
gene_3588999,53
gene_3149382,53
gene_4466755,53
gene_3988271,53
gene_3445319,53
gene_3251230,53
gene_2891508,53
gene_3705808,53
gene_3896904,52
gene_3866419,52
gene_4234918,52
gene_3473110,52
gene_4179326,52
gene_3612590,52
gene_4493120,52
gene_4043077,52
gene_3305502,52
gene_3728839,52
gene_4633058,52
gene_4540577,52
gene_3792451,52
gene_4622830,52
gene_4329657,52
gene_3869673,51
gene_4304448,51
gene_3208292,51
gene_4529375,51
gene_4606530,51
gene_1958653,51
gene_3615601,51
gene_3758893,51
gene_3470073,51
gene_3862761,51
gene_4025509,51
gene_4633740,51
gene_4539942,50
gene_4274272,50
gene_4160447,50
gene_4305320,50
gene_4353641,50
gene_3295111,50
gene_3536024,50
gene_4432102,50
gene_4046817,50
gene_3631341,50
gene_4216701,50
gene_3452612,50
gene_4033660,50
gene_3191491,50
gene_3876445,50
gene_2657735,49
gene_4220068,49
gene_3395763,49
gene_3968139,49
gene_4106559,49
gene_4505036,49
gene_3803066,49
gene_4546409,49
gene_4566288,49
gene_4279215,49
gene_4540214,49
gene_3740128,49
gene_4041724,49
gene_4044965,49
gene_3555335,49
gene_3335067,49
gene_4453499,49
gene_4305460,49
gene_3842103,49
gene_4320139,49
gene_3575890,49
gene_3992728,48
DSM22607_4_GL0340256,48
gene_4612043,48
gene_2762763,48
gene_3433147,48
gene_2653875,48
gene_3891396,48
gene_4467399,48
gene_3569353,48
gene_3701764,48
gene_4489862,48
gene_4447285,48
gene_2837782,48
gene_4378487,48
gene_4032535,47
gene_3209101,47
gene_4403355,47
gene_4406399,47
gene_3967408,47
gene_4320912,47
gene_4053958,47
gene_4299436,47
gene_3875564,47
gene_2217371,47
gene_4253810,47
gene_4333487,47
gene_4258902,47
gene_4632305,47
gene_3600794,47
gene_4158462,47
gene_4118449,46
gene_4443786,46
gene_3247777,46
gene_3724218,46
gene_3576352,46
gene_4520153,46
gene_3911867,46
gene_4529292,46
gene_4287915,46
gene_3277055,45
gene_3176526,45
gene_4534171,45
gene_3477059,45
gene_3929361,45
gene_3147416,45
gene_4406968,45
gene_4484121,45
gene_3331940,45
gene_3016781,45
gene_3087960,45
gene_3546772,45
gene_4383681,45
gene_4508703,45
gene_4420533,45
gene_3970794,44
gene_2596772,44
gene_2851782,44
gene_3992708,44
gene_3213901,44
gene_3762565,44
gene_2736174,44
gene_4434951,44
gene_3977405,44
gene_4573738,44
gene_3511474,44
gene_4634338,44
gene_3048704,44
gene_4044582,44
gene_4315453,44
gene_4317122,44
gene_4085699,43
gene_4375746,43
gene_3534785,43
gene_4158416,43
gene_3374861,43
gene_4147144,43
gene_3913077,43
gene_3412541,43
gene_3314902,43
gene_3673122,43
gene_2855783,43
gene_3651666,43
gene_3414790,43
gene_4483277,43
gene_3241815,43
gene_2902355,43
gene_4604030,43
gene_4595680,43
gene_3992196,42
gene_3742710,42
gene_3343755,42
gene_3221436,42
gene_4422374,42
gene_3377575,42
gene_3902442,42
gene_4603222,42
gene_3572156,42
gene_3873906,42
gene_4615338,42
gene_4263639,42
gene_3471875,42
gene_3986867,42
gene_2476697,42
gene_2933446,42
gene_3918469,42
gene_2115899,42
gene_3203715,42
gene_4500981,42
gene_4095929,42
gene_4632783,42
gene_2382596,41
gene_4542301,41
gene_4419666,41
gene_3998040,41
gene_2588043,41
gene_3940284,41
gene_4591505,41
gene_3217843,41
gene_3780972,41
gene_3393630,41
gene_1924892,41
gene_3314169,41
gene_4050456,41
gene_3128801,41
gene_4540508,41
gene_2736075,41
gene_4502224,41
gene_3934547,41
gene_4437273,41
gene_3767204,40
gene_4626142,40
gene_2905495,40
gene_4426549,40
gene_4634916,40
gene_3008714,40
gene_4214772,40
gene_4019895,40
gene_4265317,40
gene_4139158,40
gene_3544564,40
gene_3996218,40
gene_3986306,40
gene_4485092,40
gene_3746756,40
gene_3635121,40
gene_3924911,40
gene_4580872,40
gene_3032996,40
gene_4108300,40
gene_3789039,39
gene_3159664,39
gene_4250014,39
gene_4088307,39
gene_4471536,39
gene_3470408,39
gene_3638660,39
gene_2481200,39
gene_3646316,39
gene_3991949,39
gene_4169428,39
gene_4151035,39
gene_3154619,39
gene_3986654,39
gene_4566746,39
gene_4009535,39
gene_3474526,39
gene_4036360,39
gene_4222121,39
gene_3452368,38
gene_4624028,38
gene_3969514,38
gene_3867818,38
gene_2677191,38
gene_3617341,38
gene_4604285,38
gene_3361261,38
gene_3521261,38
gene_4216838,38
gene_4209155,38
gene_3685730,38
gene_3300666,38
gene_3598423,38
gene_3414630,38
gene_2953684,38
gene_3824923,38
gene_3558225,38
gene_3178395,38
gene_2986687,38
gene_3880524,37
gene_4497719,37
gene_4420132,37
gene_4241412,37
gene_3784095,37
gene_4317560,37
gene_4394211,37
gene_3520790,37
gene_3431941,37
gene_3935885,37
gene_3684198,37
gene_3675601,37
gene_4157882,37
gene_4065008,37
gene_4483988,37
gene_4258310,37
gene_4395000,37
gene_4070299,37
gene_3249762,37
gene_3675602,37
gene_3878529,37
gene_4096662,36
gene_3217844,36
gene_2788973,36
gene_4467509,36
gene_4330947,36
gene_4419114,36
gene_4494409,36
gene_3596412,36
gene_3545078,36
gene_3913538,36
gene_4504041,36
gene_3049061,36
gene_4628276,36
gene_4067681,36
gene_3110449,36
gene_3911803,36
gene_4474926,36
gene_3485290,36
gene_4023847,36
gene_3793510,36
gene_4087327,36
gene_4609966,36
gene_3656140,36
gene_4601967,36
gene_4544228,36
gene_3461831,35
gene_4123435,35
gene_4183762,35
gene_4160203,35
gene_4474935,35
gene_2876811,35
gene_3544107,35
gene_1873664,35
gene_4009128,35
gene_3211338,35
gene_3868655,35
gene_4346760,35
gene_4557870,35
gene_4073625,35
gene_4435122,35
gene_3885384,35
gene_4416358,35
gene_4040747,35
gene_3385642,35
gene_4548236,35
gene_3317329,35
gene_3230397,34
gene_3589527,34
gene_4217315,34
gene_2855784,34
gene_3905031,34
gene_2560333,34
gene_4517282,34
gene_4383761,34
gene_4433565,34
gene_2794975,34
gene_3573521,34
gene_4222118,34
gene_4562190,34
gene_2839179,34
gene_3729740,34
gene_3870295,34
gene_2658890,34
gene_3978143,34
gene_3980224,34
gene_4466754,34
gene_4090523,34
gene_4016255,34
gene_2687372,34
gene_4330948,33
gene_3391546,33
gene_4304252,33
gene_2688324,33
gene_3408849,33
gene_4458882,33
gene_4513576,33
gene_4137251,33
gene_3020502,33
gene_4509529,33
gene_4436151,33
gene_4611458,33
gene_1796288,33
gene_4358652,33
gene_4021958,33
gene_4363576,33
gene_3823488,33
gene_3537520,33
gene_3979507,33
gene_4309799,33
gene_4499699,33
gene_3736960,33
gene_4304251,33
gene_4006072,33
gene_4625580,33
gene_4051738,33
gene_4172081,32
gene_4310092,32
gene_3992068,32
gene_3000862,32
gene_3789038,32
gene_4616863,32
gene_3782836,32
gene_4474117,32
gene_4059909,32
gene_3252853,32
gene_3594870,32
gene_3293038,32
gene_3616270,32
gene_4513875,31
gene_3996528,31
gene_3244653,31
gene_4222117,31
gene_4249474,31
gene_3016197,31
gene_4629454,31
gene_4513989,31
gene_3913946,31
gene_3873057,31
gene_4200727,31
gene_2347056,31
gene_4117699,31
gene_3782941,31
gene_3944013,31
gene_3930336,31
gene_4152129,31
gene_3144828,31
gene_3649966,31
gene_3831705,31
gene_3271895,31
gene_4622483,30
gene_4495266,30
gene_4034273,30
gene_2938602,30
gene_4523717,30
gene_3656090,30
gene_3790399,30
gene_4003577,30
gene_4089409,30
gene_3501541,30
gene_4155791,30
gene_3587112,30
gene_4389477,30
gene_4463221,30
gene_4485091,30
gene_3405831,30
gene_4157349,30
gene_2507054,30
gene_3477282,30
gene_3352067,30
gene_4348081,30
gene_4153791,30
gene_3419734,30
gene_3267496,29
gene_4568437,29
gene_3928646,29
gene_3887703,29
gene_2400855,29
gene_4120103,29
gene_2027438,29
gene_3945907,29
gene_4367107,29
gene_3825579,29
gene_4445564,29
gene_3548732,29
gene_4089602,29
gene_4073708,29
gene_4079729,29
gene_4086729,29
gene_4153442,29
gene_3942197,29
gene_2892854,29
gene_3293886,29
gene_4097100,29
gene_3731283,29
gene_3016196,29
gene_4577249,29
gene_3740383,29
gene_4280827,29
gene_3700930,29
gene_2256624,28
gene_3302001,28
gene_4373937,28
gene_4542711,28
gene_4321820,28
gene_4615339,28
gene_4099366,28
gene_4598259,28
gene_3656089,28
gene_4545438,28
gene_4215772,28
gene_3913539,28
gene_3256291,28
gene_3250146,28
gene_3892935,28
gene_4089261,28
gene_4001575,28
gene_1943946,28
gene_4324715,28
gene_3208633,28
gene_4218946,28
gene_3331026,28
gene_4116340,28
gene_4252529,28
gene_4159504,28
gene_4213680,28
gene_3247778,28
gene_4612983,28
gene_4255344,28
gene_3720711,28
gene_2583973,28
gene_2777823,28
gene_3619597,27
gene_4265295,27
gene_3209099,27
gene_2982674,27
gene_3852974,27
gene_4409338,27
gene_3740385,27
gene_3339741,27
gene_3866491,27
gene_3193677,27
gene_4596036,27
gene_3468031,27
gene_4282880,27
gene_4290880,27
gene_4387186,27
gene_3986267,27
gene_4146198,27
gene_2651766,27
gene_3716832,27
gene_4088308,27
gene_3979470,27
gene_4503882,27
gene_4121122,27
gene_4153792,27
gene_3209751,27
gene_4448664,27
gene_2489998,27
gene_4055708,27
gene_2195471,27
gene_3839277,27
gene_3312054,27
gene_3535619,26
gene_3821375,26
gene_3396364,26
gene_4465933,26
gene_2398525,26
gene_3045510,26
gene_4500980,26
gene_3259552,26
gene_4556934,26
gene_2947255,26
gene_4180576,26
gene_2548133,26
gene_4384708,26
gene_3762862,26
gene_2748605,26
gene_3557530,26
gene_3910325,26
gene_4492526,26
gene_4503527,26
gene_4497716,26
gene_2517279,26
gene_2807308,26
gene_3818620,26
gene_4242693,26
gene_4586186,26
gene_3558226,26
gene_4303071,26
gene_4370922,26
gene_3699416,26
gene_4413039,26
gene_2762206,26
gene_3570235,26
gene_3930782,26
gene_3811264,26
gene_3269065,26
gene_4426395,26
gene_4149240,26
gene_3391813,26
gene_4574726,26
gene_3611881,26
gene_4471081,26
gene_3576356,26
gene_4306960,26
gene_4231946,26
gene_3649676,26
gene_3675437,26
gene_4618044,26
gene_2525169,26
gene_3830070,25
gene_3052508,25
gene_4334077,25
gene_4452723,25
gene_4489830,25
gene_3576986,25
gene_4128623,25
gene_4042559,25
gene_4130003,25
gene_2974536,25
gene_4096958,25
gene_4623429,25
gene_3766364,25
gene_4105483,25
gene_3987824,25
gene_3340960,25
gene_3407586,25
gene_3768885,25
gene_4412666,25
gene_3738895,25
gene_4609872,25
gene_4007919,25
gene_4225054,25
gene_2794778,25
gene_3867072,25
gene_3894563,25
gene_4564532,25
gene_3985860,25
gene_3411395,25
gene_4578517,25
gene_4382686,25
gene_4107753,25
gene_3447360,25
gene_3583194,25
gene_3395345,25
gene_4018401,25
gene_4216341,25
gene_4030929,25
gene_3238698,24
gene_4611670,24
gene_4179816,24
gene_3878528,24
gene_4299283,24
gene_4147143,24
gene_3958335,24
gene_3387999,24
gene_4378040,24
gene_3497191,24
gene_3366673,24
gene_3574475,24
gene_3517306,24
gene_4348083,24
gene_3886870,24
gene_4274409,24
gene_3840599,24
gene_4546130,24
gene_3781212,24
gene_4021954,24
gene_3659756,24
gene_4244866,24
gene_3684338,24
gene_3940249,24
gene_3584032,24
gene_4616818,24
gene_4347666,24
gene_3752730,24
gene_4321906,24
gene_3917252,24
gene_4456613,24
gene_4622913,24
gene_3151781,24
gene_4103029,24
gene_2836625,24
gene_4107239,24
gene_4293903,24
gene_3443561,23
gene_4253613,23
gene_4593702,23
gene_4080173,23
gene_4273368,23
gene_4392938,23
gene_4542087,23
gene_2844581,23
gene_3388185,23
gene_4511433,23
gene_4467507,23
gene_3359669,23
gene_4168454,23
gene_3805266,23
gene_3229695,23
gene_3009815,23
gene_3314903,23
gene_4218354,23
gene_3655250,23
gene_2398524,23
gene_2659887,23
gene_4609967,23
gene_3360103,23
gene_4434871,23
gene_4483276,23
gene_4308400,23
gene_3611523,23
gene_3426084,23
gene_4327639,23
gene_4426836,23
gene_2684157,23
gene_3763409,23
gene_4003123,23
gene_4411418,23
gene_4556371,22
gene_2907468,22
gene_3487708,22
gene_4546408,22
gene_3158796,22
gene_4480420,22
gene_3876300,22
gene_3701333,22
gene_4334388,22
gene_3755259,22
gene_3727693,22
gene_4218945,22
gene_3432626,22
gene_4630560,22
gene_3768640,22
gene_4021415,22
gene_3830681,22
gene_4254653,22
gene_4239563,22
gene_4410001,22
gene_4334389,22
gene_4485093,22
gene_4372256,22
gene_4405191,22
gene_4182919,22
gene_2671473,22
gene_4609410,22
gene_4350987,22
gene_4369416,22
gene_3098645,22
gene_3896186,22
gene_3845096,22
gene_4523371,22
gene_2942453,22
gene_3880134,22
gene_2791557,22
gene_4308971,22
gene_4637268,22
gene_4528749,22
gene_2828118,21
gene_2950539,21
gene_4528196,21
gene_4259368,21
gene_3819729,21
gene_4408105,21
gene_2658003,21
gene_4269533,21
gene_4430403,21
gene_4385236,21
gene_4128625,21
gene_3701217,21
gene_4320137,21
gene_3947896,21
gene_4140213,21
gene_4105546,21
gene_3955079,21
gene_4246894,21
gene_3752113,21
gene_2612009,21
gene_3624994,21
gene_3525804,21
gene_3801155,21
gene_4040375,21
gene_4584189,21
gene_4013034,21
gene_4446473,21
gene_1930568,21
gene_4261888,21
gene_4203263,21
gene_4140834,21
gene_3761497,21
gene_3524792,21
gene_4059907,21
gene_4095762,21
gene_3952118,21
gene_2843767,21
gene_4258089,21
gene_3148548,21
gene_4210246,21
gene_2891827,21
gene_4069655,21
gene_4325086,21
gene_3377577,21
gene_4137143,20
gene_4488023,20
gene_3553954,20
gene_3905500,20
gene_4207199,20
gene_2988423,20
gene_4203262,20
gene_2598443,20
gene_3020902,20
gene_3736800,20
gene_2865884,20
gene_3653030,20
gene_4236880,20
gene_4529695,20
gene_3424683,20
gene_4527917,20
gene_3170172,20
gene_2436565,20
gene_4187980,20
gene_3508106,20
gene_3629582,20
gene_4108746,20
gene_4058617,20
gene_3138143,20
gene_3804073,20
gene_4385476,20
gene_4516147,20
gene_4605923,20
gene_3971172,20
gene_4358011,20
gene_3524799,20
gene_3183669,20
gene_4467506,20
gene_4364448,20
gene_4298553,20
gene_4438282,20
gene_4321182,20
gene_3017876,20
gene_3748625,20
gene_3835875,20
gene_4517630,19
gene_3470506,19
gene_3723278,19
gene_3823417,19
gene_4543219,19
gene_3946214,19
gene_2775055,19
gene_3369022,19
gene_4536110,19
gene_3930784,19
gene_4080231,19
gene_4286467,19
gene_3776251,19
gene_3483168,19
gene_4239190,19
gene_2847653,19
gene_2197877,19
gene_3015770,19
gene_4513990,19
gene_3371393,19
gene_4101748,19
gene_4280128,19
gene_4064682,19
gene_4268601,19
gene_2862090,19
gene_3962232,19
gene_2531463,19
gene_4018213,19
gene_4445774,19
gene_2451765,19
gene_2360609,19
gene_4412464,19
gene_3053565,19
gene_3503605,19
gene_3672159,19
gene_4527576,18
gene_4019258,18
gene_3539774,18
gene_4246071,18
gene_3367050,18
gene_3706445,18
gene_3570114,18
gene_3545699,18
gene_4179817,18
gene_4037308,18
gene_4470406,18
gene_2889990,18
gene_3900615,18
gene_3784734,18
gene_3534883,18
gene_4322121,18
gene_3737321,18
gene_4109179,18
gene_4337085,18
gene_3319054,18
gene_2907312,18
gene_3422190,18
gene_3700585,18
gene_4497927,18
gene_3224473,18
gene_4421702,18
gene_4022371,18
gene_4099942,18
gene_4094560,18
gene_3026649,18
gene_3846320,18
gene_2748457,18
gene_3878339,18
gene_3410007,18
gene_4441498,18
gene_3552768,17
gene_3457766,17
gene_3008563,17
gene_3434320,17
gene_1228123,17
gene_2726972,17
gene_3245032,17
gene_3994098,17
gene_4279060,17
gene_3491307,17
gene_3694244,17
gene_4566159,17
DSM22607_4_GL0243623,17
gene_3169699,17
gene_3835586,17
gene_3903189,17
gene_4138552,17
gene_3321131,17
gene_3147418,17
gene_3664881,17
gene_3483964,17
gene_3205533,17
gene_3902595,17
gene_4238894,17
gene_3566700,17
gene_3501642,17
gene_3386808,17
gene_2738377,17
gene_4181468,17
gene_2975699,17
gene_2554634,17
gene_3902141,17
gene_4149989,17
gene_4131554,17
gene_4492869,17
gene_4612385,17
gene_3546743,17
gene_4207445,17
gene_4288577,17
gene_3747117,17
gene_3256987,17
gene_3942185,17
gene_4157725,17
gene_3748570,17
gene_3061537,17
gene_3939574,17
gene_4252705,17
gene_3963734,17
gene_4452467,17
gene_4161604,17
gene_3825342,16
gene_4498628,16
gene_1797084,16
gene_4529699,16
gene_3283102,16
gene_4270176,16
gene_4070916,16
gene_4146844,16
gene_3532645,16
gene_3240042,16
gene_4506981,16
gene_3420392,16
gene_3661365,16
gene_4374499,16
gene_4103682,16
gene_3365398,16
gene_3896782,16
gene_3533367,16
gene_2300063,16
gene_3335066,16
gene_4131553,16
gene_4466074,16
gene_3431942,16
gene_2479644,16
gene_2684484,16
gene_2579591,16
gene_4317729,16
gene_4343613,16
gene_4115873,16
gene_3878289,16
gene_3975977,16
gene_4015697,16
gene_2545589,16
gene_4227884,16
gene_4443788,16
gene_3864697,16
gene_4451134,16
gene_3754341,16
gene_2207959,16
gene_2836867,16
gene_3237970,16
gene_4563513,15
gene_3637357,15
gene_3920429,15
gene_3530376,15
gene_3839417,15
gene_3877458,15
gene_4253786,15
gene_4399332,15
gene_3730822,15
gene_2862595,15
gene_4096066,15
gene_3768162,15
gene_3939997,15
gene_4369391,15
gene_4346855,15
gene_4491746,15
gene_2497116,15
gene_4435123,15
gene_3030514,15
gene_4114702,15
gene_3251442,15
gene_3928063,15
gene_3847533,15
gene_4117233,15
gene_2864658,15
gene_3812130,15
gene_3340959,15
gene_3577630,15
gene_4007592,15
gene_2688259,15
gene_3363935,15
gene_4442437,15
gene_3070690,15
gene_3979508,15
gene_2658889,15
gene_4560520,15
gene_3591813,15
gene_2985365,15
gene_4442343,15
gene_4277213,15
gene_4477387,14
gene_4525919,14
gene_4582928,14
gene_4602238,14
gene_3442602,14
gene_4635507,14
gene_4382972,14
gene_3697920,14
gene_4573431,14
gene_3166850,14
gene_3335160,14
gene_4088309,14
gene_4214790,14
gene_4473652,14
gene_3729402,14
gene_2244609,14
gene_3909592,14
gene_4050349,14
gene_4059760,14
gene_3743822,14
gene_3021138,14
gene_3853186,14
gene_4631409,14
gene_3122280,14
gene_4110617,14
gene_2226190,14
gene_3162651,14
gene_4093542,14
gene_2264954,14
gene_4502189,14
gene_4066797,14
gene_3241222,14
gene_4174320,14
gene_4131555,14
gene_4471424,14
gene_4318733,14
gene_4353436,14
gene_3070147,14
gene_3735792,14
gene_4214791,14
gene_4566738,14
gene_4449784,14
gene_4239737,14
gene_4572013,14
gene_4285981,14
gene_4287837,14
gene_4034762,14
gene_3125400,14
gene_4483122,14
gene_4363402,14
gene_3507903,14
gene_3791658,14
gene_4541878,14
gene_2731442,13
gene_4145712,13
gene_3788613,13
gene_4147670,13
gene_4248567,13
gene_4633114,13
gene_3788353,13
gene_4561586,13
gene_2444072,13
gene_4348082,13
gene_4095889,13
gene_3178518,13
gene_4290563,13
gene_3794844,13
gene_4480472,13
gene_3688415,13
gene_3943020,13
gene_3188393,13
gene_3688249,13
gene_4437088,13
4-4_GL0084790,13
gene_4520504,13
gene_2671553,13
gene_4241568,13
gene_4062857,13
gene_4235718,13
gene_2348583,13
Group2-8A_GL0229637,13
gene_3766831,13
gene_3422685,13
gene_3965834,13
gene_4401953,13
gene_2668423,13
gene_3916226,13
gene_3356152,13
gene_4198064,13
gene_3308717,13
gene_3295179,12
gene_4032220,12
gene_4103030,12
gene_4438048,12
gene_2738378,12
gene_4039328,12
gene_4089109,12
HF-F_2_GL0008562,12
gene_3319848,12
gene_4607190,12
gene_3739292,12
gene_3912717,12
gene_4624815,12
gene_3708805,12
gene_2564296,12
gene_3031888,12
gene_3860130,12
gene_4561712,12
gene_4258903,12
gene_3441169,12
gene_3296140,12
gene_3422684,12
gene_3203079,12
gene_3224342,12
gene_4245387,12
gene_3061667,12
gene_3647451,12
gene_4224908,12
gene_3385050,12
gene_4237820,12
gene_3515995,12
gene_4242330,12
gene_4505499,12
gene_3120991,12
gene_4258739,12
gene_4063114,12
gene_4306017,12
gene_4058580,12
gene_2839180,12
gene_4103276,12
gene_2242713,12
gene_3549334,12
gene_3603345,12
gene_3489285,11
gene_3769614,11
gene_4084415,11
gene_4606035,11
gene_4499199,11
gene_4099202,11
gene_3764832,11
gene_2660287,11
gene_3325611,11
gene_3851480,11
gene_3169507,11
gene_2073551,11
gene_3826634,11
gene_3894131,11
gene_2155406,11
gene_3209100,11
gene_2958888,11
gene_3970211,11
gene_4367958,11
gene_3636022,11
gene_4471155,11
gene_4638289,11
gene_3840600,11
gene_3754200,11
gene_3920705,11
HF-F_4_GL0315444,11
gene_3020242,11
gene_4162304,11
gene_3225670,11
gene_3874223,11
gene_3985927,11
gene_4430789,11
gene_2021737,11
gene_3638608,11
gene_3769682,11
gene_4347975,11
gene_4247181,11
gene_3783768,11
gene_4194280,11
gene_3788687,11
gene_3772264,11
gene_4152213,11
gene_3950111,11
gene_3701052,11
gene_3195928,11
gene_4414549,11
gene_3794014,11
gene_4475386,11
gene_3465852,11
gene_4510842,11
gene_3160558,11
gene_3703611,11
gene_4287701,11
gene_4417977,10
gene_3394078,10
gene_3972840,10
gene_4561988,10
gene_3568137,10
gene_4602026,10
gene_3910328,10
gene_2554635,10
gene_4339927,10
gene_4548238,10
gene_2655864,10
gene_4328904,10
gene_3839567,10
gene_4389605,10
gene_4076446,10
gene_4342427,10
gene_2187964,10
gene_4259576,10
gene_2847665,10
gene_4559733,10
gene_3680054,10
gene_4559732,10
gene_3930693,10
gene_4213637,10
gene_2960316,10
gene_4316716,10
gene_3968138,10
gene_4237576,10
gene_4631316,10
gene_4438084,10
gene_4517788,10
gene_2745606,10
gene_4437326,10
gene_4039330,10
gene_3723759,10
gene_3815982,10
gene_3791024,10
gene_3420703,10
gene_4228672,10
gene_3507312,10
gene_4000393,10
gene_4452507,10
gene_1941510,10
gene_3889288,10
gene_4611582,10
gene_2403163,10
gene_4405189,10
gene_4257004,10
gene_4192376,10
gene_4574498,10
gene_4549415,9
gene_4181212,9
gene_4273003,9
gene_4104294,9
gene_4619635,9
gene_2997011,9
gene_4091043,9
gene_2821593,9
gene_4132911,9
gene_3892505,9
gene_4214931,9
Food_11_GL0357206,9
gene_3342270,9
gene_4158073,9
gene_3963550,9
gene_3703836,9
gene_4515345,9
gene_3873644,9
gene_4437344,9
gene_3990632,9
gene_4291186,9
gene_2345741,9
gene_2974748,9
gene_3573009,9
gene_4498685,9
gene_2267147,9
gene_4212152,9
gene_2476692,9
gene_2611139,9
gene_2624757,9
gene_3222669,9
gene_3778329,9
gene_3813131,9
gene_2870586,9
gene_2947299,9
gene_3979571,9
gene_3622006,9
gene_2615331,9
gene_2524915,9
gene_3576320,9
gene_4373423,9
gene_3980150,9
gene_4156632,9
gene_4174056,9
gene_3987263,9
gene_4015660,9
gene_3904656,9
gene_4351361,9
gene_4600913,9
gene_4141481,9
gene_3840202,9
gene_4620662,9
gene_3359107,8
gene_2839877,8
gene_4401875,8
gene_4267891,8
gene_4544227,8
gene_4411896,8
gene_3654226,8
gene_4622983,8
gene_4540846,8
gene_4021955,8
gene_4629999,8
gene_3236789,8
gene_4580879,8
gene_4056695,8
gene_4158662,8
gene_3098774,8
gene_3504372,8
gene_2891628,8
gene_4008014,8
gene_3952487,8
gene_3659142,8
gene_3160105,8
gene_4198066,8
gene_4101749,8
gene_4280422,8
gene_3919807,8
gene_4021342,8
gene_4279980,8
gene_4615558,8
gene_4375748,8
gene_4536111,8
gene_4544603,8
gene_3575376,8
gene_4397118,8
gene_2815513,8
gene_3948070,8
gene_3814702,8
gene_3849227,8
gene_4562113,8
gene_3858975,8
gene_4379000,8
gene_3773662,8
gene_3823489,8
gene_2788830,8
gene_4251654,8
gene_4356249,8
gene_4403330,8
gene_4446864,8
gene_3951783,8
gene_3896976,8
gene_3696814,8
