gene,noFMT_2_colon
gene_3452612,4270
gene_4483277,4269
gene_3758893,4267
gene_4216701,4259
gene_4529375,4258
gene_4019895,4254
gene_3391546,4235
gene_4118449,4233
gene_3896904,4232
gene_4036360,4230
gene_3545078,4229
gene_4502224,4222
gene_2902355,4216
DSM22607_4_GL0340256,4213
gene_3414790,4208
gene_3230397,4207
gene_4142584,4200
gene_1958653,4166
gene_4241412,4163
gene_3032996,4160
gene_3740128,4159
gene_2478969,4143
gene_2653875,4142
gene_3935885,4141
gene_4378487,4133
gene_4043077,4120
gene_4160447,4116
gene_4009535,4113
gene_3264320,4111
gene_4466754,4105
gene_4333487,4103
gene_3673122,4093
gene_4434951,4088
gene_3656140,4081
gene_4299436,4077
gene_4622830,4073
gene_3008714,4065
gene_3546772,4063
gene_3631341,4060
gene_3978143,4060
gene_3913077,4031
gene_2115899,4016
gene_3880524,4013
gene_3885384,4009
gene_4139158,4006
gene_3824923,4005
gene_4263639,3995
gene_4603222,3992
gene_4625580,3990
gene_3221436,3984
gene_4353641,3978
gene_4065008,3974
gene_3913538,3973
gene_2596772,3971
gene_3385642,3961
gene_3575890,3945
gene_3374861,3942
gene_4548882,3939
gene_3159664,3939
gene_3724218,3927
gene_4447285,3924
gene_4591505,3924
gene_3847211,3905
gene_3412541,3902
gene_4315453,3895
gene_3520790,3890
gene_3867818,3889
gene_3873906,3889
gene_4217315,3886
gene_4169428,3883
gene_3277055,3876
gene_3256291,3857
gene_3089759,3856
gene_3918469,3849
gene_4497719,3842
gene_3461831,3841
gene_3988271,3840
gene_2476697,3836
gene_3728839,3835
gene_2855783,3822
gene_3247777,3817
gene_2736174,3807
gene_3302001,3792
gene_4021958,3789
gene_3128801,3787
gene_4467509,3786
gene_4383681,3786
gene_4419114,3785
gene_3393630,3776
gene_1924892,3774
gene_4471536,3768
gene_3217843,3767
gene_4346760,3763
gene_4018366,3760
gene_4032535,3755
gene_4305320,3753
gene_3675602,3748
gene_3249762,3741
gene_4153791,3738
gene_3154619,3730
gene_4573738,3717
gene_3378237,3715
gene_2839179,3704
gene_3136800,3703
gene_3894563,3691
gene_4085699,3690
gene_4214772,3675
gene_4309799,3671
gene_3314902,3663
gene_2986687,3657
gene_4604030,3651
gene_4562190,3641
gene_4609966,3634
gene_4033660,3632
gene_3433147,3624
gene_4624028,3622
gene_4151035,3622
gene_3419734,3616
gene_3049061,3613
gene_3377575,3606
gene_4317122,3605
gene_4395000,3604
gene_4416358,3604
gene_4304252,3603
gene_4422374,3602
gene_2677191,3602
gene_4329657,3577
gene_3992708,3566
gene_3934547,3557
gene_2851782,3555
gene_2933446,3554
gene_3343755,3553
gene_3784095,3545
gene_4375746,3538
gene_3408849,3532
gene_3986654,3525
gene_3544107,3508
gene_3573521,3503
gene_4123435,3503
gene_3534785,3494
gene_3217844,3490
gene_3831705,3489
gene_3617341,3485
gene_3902442,3485
gene_4542301,3483
gene_3646316,3477
gene_3836959,3474
gene_4474935,3467
gene_2953684,3466
gene_4088307,3465
gene_1873664,3457
gene_4132721,3456
gene_4257777,3456
gene_2481200,3439
gene_3870295,3422
gene_4394211,3416
gene_4493590,3413
gene_4544228,3410
gene_4492526,3407
gene_4034273,3406
gene_4615338,3404
gene_4540508,3398
gene_3818620,3393
gene_4096662,3389
gene_4503882,3376
gene_3866419,3373
gene_2736075,3366
gene_3746756,3364
gene_3684198,3341
gene_4609872,3337
gene_4601967,3330
gene_3211338,3329
gene_3137781,3326
gene_3544564,3319
gene_4500981,3319
gene_2836625,3318
gene_4474117,3318
gene_4209155,3315
gene_3209751,3297
gene_3782941,3292
gene_3789039,3287
gene_4566746,3287
gene_3361261,3284
gene_4632783,3283
gene_4265553,3280
gene_3477059,3277
gene_3789038,3275
gene_4059909,3270
gene_3780972,3270
gene_4265317,3263
gene_4040747,3259
gene_3020502,3257
gene_4580872,3251
gene_4392070,3249
gene_4157882,3248
gene_3314169,3248
gene_3535619,3247
gene_4463221,3235
gene_4497716,3234
gene_4306960,3233
gene_3985860,3231
gene_4458882,3228
gene_4231947,3225
gene_4611458,3218
gene_3598423,3211
gene_4387186,3209
gene_3977405,3209
gene_4383761,3205
gene_2400855,3200
gene_4250014,3200
gene_3635121,3195
gene_3203715,3189
gene_4158416,3188
gene_3244653,3182
gene_4568437,3174
gene_4426549,3161
gene_4626142,3156
gene_3996218,3144
gene_4629454,3141
gene_2560333,3130
gene_3511474,3129
gene_4628276,3120
gene_3110449,3111
gene_4067681,3106
gene_3986867,3104
gene_4485091,3100
gene_3986267,3097
gene_4557870,3087
gene_4520153,3084
gene_4474926,3058
gene_4598259,3057
gene_4179326,3053
gene_3742710,3052
gene_3596412,3042
gene_3823488,3042
gene_3521261,3040
gene_2974536,3039
gene_4585997,3039
gene_4616863,3033
gene_4183762,3017
gene_4509529,3006
gene_3675601,2992
gene_3992068,2988
gene_3558225,2980
gene_3940284,2980
gene_4200727,2975
gene_4157349,2972
gene_3945907,2971
gene_4310092,2964
gene_2507054,2962
gene_3414630,2960
gene_3921369,2953
gene_4088308,2953
gene_3477282,2950
gene_3470408,2949
gene_4089261,2934
gene_4147143,2933
gene_4513875,2933
gene_4304251,2932
gene_3208292,2920
gene_3992728,2909
gene_3000862,2902
gene_4437273,2899
gene_2876811,2880
gene_4548236,2870
gene_2938602,2869
gene_4222118,2868
gene_4160203,2868
gene_3653030,2856
gene_4146198,2853
gene_3755259,2851
gene_4317560,2850
gene_4023847,2849
gene_4494409,2849
gene_3701333,2845
gene_2794975,2829
gene_3782836,2827
gene_2525169,2826
gene_4153792,2823
gene_4504041,2821
gene_4499699,2815
gene_4218946,2808
gene_4009128,2802
gene_3825579,2801
gene_4090523,2799
gene_3911803,2796
gene_4172081,2795
gene_4483988,2774
gene_3980224,2773
gene_4086729,2770
gene_4542711,2769
gene_4513989,2766
gene_3752730,2760
gene_3979507,2752
gene_3497191,2746
gene_4087327,2743
gene_3955079,2742
gene_3589527,2738
gene_2844581,2734
gene_4249474,2725
gene_4051738,2724
gene_4073625,2721
gene_3991949,2714
gene_4152129,2710
gene_4089409,2694
gene_4505036,2684
gene_4203263,2680
gene_3238698,2678
gene_3247778,2675
gene_4517282,2671
gene_4053958,2668
gene_4321820,2666
gene_3940249,2662
gene_4465933,2644
gene_3805266,2641
gene_3271895,2640
gene_3474526,2639
gene_4218354,2635
gene_3740383,2633
gene_3259552,2633
gene_3431941,2631
gene_4006072,2630
gene_2256624,2630
gene_4218945,2627
gene_4413039,2626
gene_4137251,2624
gene_4542087,2619
gene_4222117,2612
gene_3868655,2604
gene_2347056,2603
gene_3317329,2601
gene_3388185,2598
gene_3992196,2593
gene_4612983,2591
gene_3700930,2591
gene_2583973,2585
gene_3913539,2580
gene_3331940,2574
gene_4495266,2571
gene_4503527,2564
gene_3738895,2564
gene_2828118,2557
gene_3405831,2552
gene_4604285,2551
gene_3314903,2550
gene_2688324,2547
gene_3930336,2546
gene_4070299,2544
gene_4080173,2542
gene_3485290,2537
gene_4348081,2531
gene_3987824,2526
gene_3360103,2524
gene_3875564,2522
gene_3576986,2522
gene_4334389,2521
gene_4634916,2521
gene_2788973,2519
gene_3252853,2516
gene_4436151,2515
gene_2651766,2510
gene_4513576,2508
gene_3432626,2505
gene_3616270,2495
gene_4435122,2493
gene_3723278,2490
gene_3098645,2490
gene_2855784,2486
gene_3501541,2485
gene_4358652,2477
gene_4155791,2475
gene_3656089,2473
gene_4252529,2472
gene_4308971,2470
gene_3584032,2465
gene_4099366,2458
gene_4523717,2455
gene_4445564,2453
gene_4596036,2450
gene_4105483,2445
gene_3924911,2441
gene_4018401,2437
gene_3944013,2436
gene_4001575,2436
gene_3716832,2435
gene_3835586,2431
gene_4573431,2429
gene_4003577,2426
gene_3532645,2423
gene_4489830,2421
gene_3300666,2420
gene_3825342,2411
gene_3144828,2409
gene_3611881,2408
gene_3053565,2407
gene_3986306,2401
gene_4225054,2399
gene_3878529,2398
gene_2777823,2396
gene_4298553,2392
gene_3352067,2391
gene_3736960,2388
gene_3656090,2387
gene_3209099,2372
gene_4348083,2371
gene_4330947,2367
gene_4347666,2366
gene_4577249,2362
gene_3293886,2358
gene_3892935,2350
gene_4117699,2350
gene_2489998,2345
gene_3942197,2343
gene_4448664,2342
gene_3269065,2341
gene_3583194,2336
gene_4216341,2333
gene_3913946,2333
gene_3930784,2327
gene_4258089,2326
gene_4389477,2325
gene_4255344,2324
gene_3720711,2322
gene_3910325,2320
gene_4618044,2320
gene_4299283,2318
gene_3740385,2317
gene_4382972,2315
gene_3866491,2311
gene_3524799,2309
gene_4392938,2302
gene_4149989,2300
gene_3052508,2277
gene_3793510,2272
gene_4130003,2271
gene_4280827,2267
gene_4231946,2267
gene_4062857,2264
gene_2658890,2264
gene_3675437,2257
gene_4128625,2253
gene_3340960,2249
gene_3811264,2246
gene_3886870,2246
gene_4261888,2245
gene_4153442,2245
gene_2794778,2244
gene_4330948,2243
gene_1930568,2243
gene_2398524,2239
gene_2588043,2235
gene_4089602,2230
gene_3731283,2229
gene_3371393,2224
gene_3087960,2221
gene_1796288,2219
gene_4016255,2216
gene_4282880,2215
gene_2659887,2213
gene_4408105,2211
gene_4483276,2211
gene_3267496,2211
gene_4073708,2204
gene_4456613,2202
gene_4611670,2202
gene_3852974,2199
gene_3312054,2194
gene_4426836,2189
gene_3664881,2186
gene_4630560,2179
gene_3917252,2179
gene_4593702,2178
gene_3250146,2178
gene_4502189,2172
gene_3729740,2169
gene_4382686,2166
gene_4467506,2165
gene_3552768,2164
gene_2892854,2164
gene_3557530,2161
gene_4044582,2159
gene_3947896,2156
gene_2658003,2152
gene_3009815,2148
gene_4215772,2148
gene_2947255,2147
gene_4159504,2146
gene_4128623,2143
gene_4182919,2143
gene_4096958,2138
gene_3830070,2138
gene_3576356,2136
gene_3920429,2134
gene_4238894,2131
gene_3873057,2126
gene_4265295,2126
gene_3996528,2126
gene_4244866,2124
gene_3971172,2124
gene_4363576,2124
gene_4107239,2124
gene_2684157,2122
gene_3688249,2121
gene_4410001,2119
gene_4246071,2118
gene_4040375,2114
gene_4540214,2111
gene_3781212,2108
gene_3431942,2106
gene_2517279,2103
gene_4527917,2101
gene_3845096,2100
gene_4274409,2099
gene_4149240,2095
gene_3574475,2092
gene_2398525,2091
gene_4146844,2089
gene_3359669,2088
gene_3790399,2087
gene_4586186,2085
gene_3045510,2084
gene_3170172,2082
gene_4615339,2077
gene_4334077,2077
gene_3524792,2074
gene_4137143,2072
gene_4168454,2071
gene_1943946,2071
gene_4622913,2071
gene_3151781,2065
gene_3224342,2064
gene_4500980,2063
gene_4180576,2062
gene_4030929,2057
gene_4334388,2048
gene_4369416,2048
gene_3452368,2044
gene_2687372,2044
gene_4055708,2043
gene_4095929,2042
gene_4485093,2042
gene_3387999,2040
gene_3835875,2040
gene_2775055,2036
gene_4213680,2036
gene_3748570,2030
gene_3761497,2029
gene_3788353,2028
gene_3558226,2025
gene_4103029,2024
gene_3769682,2019
gene_3396364,2017
gene_4308400,2015
gene_3366673,2015
gene_3245032,2014
gene_3979470,2005
gene_2658889,2001
gene_4384708,2001
gene_3649676,2000
gene_2847653,1997
gene_2195471,1996
gene_4430403,1993
gene_3998040,1992
gene_4528196,1992
gene_4273368,1991
gene_4131553,1988
gene_3470506,1987
gene_4409338,1985
gene_3655250,1985
gene_4556934,1983
gene_4367107,1983
gene_4242693,1979
gene_4545438,1979
gene_3570235,1979
gene_3515995,1978
gene_4268601,1973
gene_4079729,1972
gene_3867072,1968
gene_3517306,1966
gene_4099942,1965
gene_3443561,1960
gene_3410007,1958
gene_3962232,1957
gene_4566738,1957
gene_3420392,1957
gene_3878528,1953
gene_4378040,1953
gene_4370922,1949
gene_3008563,1947
gene_4279060,1947
gene_4434871,1941
gene_4246894,1940
gene_3840599,1937
gene_4435123,1933
gene_3963734,1927
gene_4058617,1926
gene_3339741,1926
gene_3804073,1925
gene_4059907,1925
gene_2382596,1922
gene_3546743,1917
gene_3736800,1914
gene_4412464,1911
gene_4021415,1909
gene_3659756,1897
gene_4321906,1897
gene_2762206,1896
gene_4120103,1896
gene_4516147,1893
gene_4467507,1893
gene_2791557,1892
gene_4609967,1891
gene_2807308,1891
gene_3727693,1889
gene_4121122,1885
gene_3768885,1881
gene_4411418,1876
gene_3624994,1876
gene_4419666,1874
gene_3391813,1874
gene_3902595,1873
gene_3457766,1872
gene_3763409,1871
gene_3229695,1870
gene_3846320,1869
gene_3611523,1866
gene_4179817,1861
gene_2545589,1860
gene_4063114,1857
gene_4373937,1855
gene_3319054,1854
gene_3335066,1854
gene_4101748,1853
gene_3821375,1852
gene_4140834,1852
gene_4609410,1851
gene_3548732,1850
gene_4364448,1849
gene_4622483,1847
gene_2865884,1846
gene_4080231,1846
gene_4013034,1845
gene_3468031,1844
gene_3876300,1842
gene_4254653,1841
gene_4321182,1840
gene_4042559,1839
gene_4325086,1835
gene_3905500,1831
gene_3533367,1824
gene_3158796,1824
gene_3839277,1822
gene_2982674,1818
gene_3483168,1818
gene_3762862,1818
gene_4452723,1817
gene_4269533,1815
gene_2226190,1811
gene_3422190,1808
gene_4602238,1807
gene_4525919,1806
gene_4290880,1802
gene_4513990,1801
gene_4471081,1798
gene_3138143,1795
gene_3649966,1794
gene_3730822,1794
gene_3411395,1791
gene_4207199,1782
gene_3939574,1780
gene_4385476,1778
gene_4181468,1772
gene_2497116,1771
gene_3525804,1770
gene_3508106,1770
gene_3545699,1770
gene_3878289,1764
gene_3768640,1760
gene_4442437,1760
gene_2531463,1759
gene_4372256,1756
gene_3701217,1753
gene_4612385,1750
gene_4638289,1749
gene_4322121,1747
gene_4529699,1746
gene_4546130,1741
gene_2907312,1738
gene_3905031,1734
gene_4511433,1732
gene_4303071,1727
gene_4021954,1725
gene_4003123,1724
gene_3061537,1722
gene_4007592,1721
gene_4578517,1720
gene_3958335,1719
gene_4543219,1717
gene_1797084,1715
gene_4574726,1714
gene_4108746,1708
gene_3377577,1707
gene_4286467,1706
gene_3021138,1705
gene_3754341,1697
gene_4174320,1693
gene_2950539,1691
gene_4258310,1690
gene_4385236,1689
gene_3570114,1687
gene_3256987,1687
gene_4105546,1686
gene_3637357,1684
gene_4239190,1683
gene_2748605,1680
gene_3812130,1678
gene_4107753,1677
gene_3892505,1675
gene_4270176,1674
gene_4517630,1672
gene_4477387,1672
gene_4097100,1672
gene_4452467,1671
gene_4069655,1670
gene_4096066,1669
gene_3703611,1662
gene_3293038,1660
gene_4443788,1660
gene_3331026,1658
gene_3699416,1658
gene_4116340,1651
gene_4505499,1646
4-4_GL0084790,1638
gene_4179816,1631
gene_3629582,1628
gene_4131554,1626
gene_2907468,1625
gene_4110617,1625
gene_4280128,1624
gene_4236880,1617
gene_4327639,1617
gene_2891827,1616
gene_3994098,1616
gene_2942453,1613
gene_4616818,1613
gene_3847533,1611
gene_3447360,1607
gene_3851480,1606
gene_3768162,1604
gene_3017876,1600
gene_4088309,1596
gene_3840600,1595
gene_3321131,1592
gene_4528749,1590
gene_2027438,1588
gene_2403163,1584
gene_3356152,1575
gene_3791658,1567
gene_2688259,1561
gene_4037308,1555
gene_3530376,1554
gene_4099202,1553
gene_4021342,1552
gene_2988423,1549
gene_2889990,1548
gene_4109179,1548
gene_4210246,1547
gene_4529695,1544
gene_4287837,1543
gene_3407586,1541
gene_3483964,1538
gene_3163159,1537
gene_4032220,1531
gene_2974748,1525
gene_4039328,1524
gene_2843767,1523
gene_4239563,1522
gene_3638608,1521
gene_2436565,1518
gene_4064682,1518
gene_4214791,1514
gene_4637268,1506
gene_4584189,1500
gene_2548133,1497
gene_3880134,1496
gene_2862595,1491
gene_3553954,1488
gene_3537520,1487
gene_3016196,1485
gene_4235718,1483
gene_3183669,1483
gene_2671473,1482
gene_3776251,1476
gene_2870586,1473
gene_4451134,1472
gene_4320137,1472
gene_3395345,1472
gene_3367050,1469
gene_4452507,1467
gene_4442343,1463
gene_4563513,1459
gene_4561712,1458
gene_4353436,1458
gene_3887703,1457
gene_4438282,1454
gene_4290563,1451
gene_2738377,1451
gene_2598443,1446
gene_4131555,1441
gene_3070147,1440
gene_4605923,1434
gene_4241568,1432
gene_3016197,1431
gene_4449784,1431
gene_4466074,1430
gene_3680054,1430
gene_3365398,1430
gene_4470406,1429
gene_3896782,1428
gene_3942185,1422
gene_4545706,1421
gene_4572013,1421
gene_3920705,1420
gene_4248567,1419
gene_2542392,1417
gene_4623429,1416
gene_2451765,1415
gene_3487708,1413
gene_3700585,1411
gene_2891628,1409
gene_4253613,1403
gene_4473652,1403
gene_3672159,1399
gene_4536110,1396
gene_4324715,1395
gene_3504372,1395
gene_4549415,1393
gene_3784734,1393
gene_3830681,1389
gene_3566700,1387
gene_3208633,1387
gene_4114702,1386
gene_4399332,1384
gene_2862090,1384
gene_2975699,1380
gene_3748625,1380
gene_3900615,1379
gene_4351361,1379
gene_3606768,1378
gene_4007919,1375
gene_2554634,1374
gene_4527576,1366
gene_4132911,1364
gene_3477439,1361
gene_1228123,1359
gene_3169507,1355
gene_3241222,1355
gene_3030514,1354
gene_4317729,1353
gene_4070916,1352
gene_3708805,1352
gene_3603345,1351
gene_4252705,1350
gene_3950111,1349
gene_4519327,1346
gene_3193677,1341
gene_3801155,1341
gene_4417977,1341
gene_3864697,1341
gene_4018213,1340
gene_3594870,1336
gene_4561586,1326
gene_4492869,1326
gene_4203262,1326
gene_3903189,1325
gene_3424683,1325
gene_4093542,1320
gene_4520504,1315
gene_3386808,1313
gene_4523371,1308
gene_2360609,1308
gene_4449542,1307
gene_4304471,1307
gene_3015770,1306
gene_3166850,1296
gene_4471155,1295
gene_4157725,1295
gene_3752113,1293
gene_4337085,1291
gene_2444072,1291
gene_2748457,1290
gene_4556371,1289
gene_4546408,1288
gene_4103276,1287
gene_3385050,1286
gene_4104294,1284
gene_3968138,1283
gene_3020902,1282
gene_4631409,1281
gene_3688415,1280
gene_4039330,1280
gene_4259368,1277
gene_3426084,1277
gene_4224908,1276
gene_3910328,1271
gene_4405191,1269
gene_3939997,1268
gene_3203079,1263
gene_2839180,1262
gene_4446473,1261
gene_2945924,1259
gene_4369391,1257
gene_4564532,1255
gene_4288577,1254
gene_3743822,1254
gene_3928646,1252
gene_4265316,1252
gene_3694244,1250
gene_3948070,1249
gene_3684338,1248
gene_3766364,1246
gene_3912717,1245
gene_3568137,1243
gene_3878339,1240
gene_4595285,1239
gene_2242713,1238
gene_4198064,1235
gene_4442367,1234
gene_3946214,1234
gene_4095762,1233
gene_3225670,1229
gene_3894131,1228
gene_4401953,1227
gene_4346855,1226
gene_3125400,1226
gene_3636022,1222
gene_3209100,1220
gene_3363935,1213
gene_4582928,1213
gene_4358011,1211
gene_4426395,1211
gene_2668423,1207
gene_3943020,1206
gene_3434320,1206
gene_4228672,1205
gene_3359107,1204
gene_2345741,1201
gene_4082320,1200
gene_4405189,1199
gene_4187980,1198
gene_4475386,1194
gene_3661365,1192
gene_3979508,1191
gene_3772264,1191
gene_4140213,1191
gene_3794014,1190
gene_4573737,1189
gene_3723759,1189
gene_3237970,1188
gene_3605075,1187
gene_4356249,1187
gene_2779193,1187
gene_3622006,1186
gene_3902141,1181
gene_3952118,1180
gene_3240042,1180
gene_3747117,1180
gene_4497927,1179
gene_2155406,1177
gene_2244609,1177
gene_4156632,1176
gene_3178518,1172
gene_3681740,1170
gene_4103682,1170
gene_4446864,1170
gene_4145712,1170
gene_3503605,1166
gene_3460949,1166
gene_2113055,1165
gene_4115873,1164
gene_3916226,1163
gene_4335671,1162
gene_4017616,1160
gene_4431481,1155
gene_3853186,1155
gene_3889288,1153
gene_4291186,1153
gene_3839567,1152
gene_3031888,1149
gene_4350987,1147
gene_2264954,1146
gene_4021955,1138
gene_3549334,1137
gene_3659142,1137
gene_2612009,1136
gene_4556772,1135
gene_4606035,1133
gene_4237576,1132
gene_4339927,1129
gene_3591813,1128
gene_4635507,1128
gene_3442602,1126
gene_4161604,1125
gene_4022371,1124
gene_2836867,1124
gene_2300063,1122
gene_3394078,1117
gene_4095889,1113
gene_2745606,1111
gene_4566159,1109
gene_3308717,1106
gene_3147418,1104
gene_4421702,1101
gene_4405089,1096
gene_3203713,1095
gene_2821593,1092
gene_3706445,1091
gene_3369022,1086
gene_3162651,1084
gene_3823417,1081
gene_3970211,1081
gene_2947299,1074
gene_4192376,1073
gene_4438048,1072
gene_4343613,1068
gene_3501642,1065
gene_4559733,1064
gene_4445774,1063
gene_4293903,1061
gene_2731442,1061
gene_4227884,1058
gene_4347975,1056
gene_4438084,1055
gene_3930782,1053
gene_4363402,1048
gene_3120991,1046
gene_4430789,1045
gene_4247181,1045
gene_4245387,1044
gene_2815513,1043
gene_3539774,1042
gene_4258739,1040
gene_3340959,1040
gene_4015697,1038
gene_3561552,1033
gene_3169699,1032
gene_3815982,1032
gene_2960316,1026
gene_3896976,1026
gene_2671553,1025
gene_3826634,1021
DSM22607_4_GL0243623,1021
gene_3975977,1017
gene_3647451,1016
gene_3465852,1016
gene_3205533,1013
gene_4214790,1011
gene_3877458,1009
gene_3916745,1009
gene_4512224,1009
gene_4019258,1009
gene_3015454,1008
gene_4460953,1007
gene_4620662,1007
gene_4475245,1005
gene_2479644,1002
gene_3819729,1000
gene_3788613,999
gene_4412666,997
gene_3930693,994
gene_4091043,992
gene_4631316,991
gene_4188448,990
gene_4414549,988
gene_4548238,988
gene_4134797,986
gene_4253786,985
gene_3965834,985
gene_3224473,983
gene_3769614,980
gene_3619597,979
gene_4022999,978
gene_3630332,978
gene_4488023,975
gene_3987263,975
gene_3966376,973
gene_4544227,973
gene_4354034,972
gene_3534883,972
gene_4239737,971
gene_3896186,970
gene_4267891,968
gene_4607190,968
gene_2985365,965
gene_4237820,959
gene_2505865,959
gene_2444978,958
gene_4452368,957
gene_4483122,956
gene_4158662,954
gene_3697920,950
gene_4480420,949
gene_3582062,948
gene_4491746,948
gene_4066797,945
gene_3416091,941
