gene,postFMT_2_colon
gene_3188931,109
gene_4414410,109
gene_3612590,109
gene_3210147,109
gene_3841170,109
gene_4462425,109
gene_2891508,109
gene_3904066,109
gene_3305502,109
gene_4234918,109
gene_3273310,109
gene_3730402,108
gene_2988422,108
gene_4274272,108
gene_4634338,108
gene_4408765,108
gene_3251230,107
gene_4307382,107
gene_4135100,107
gene_4106559,107
gene_3824167,107
gene_3581102,107
gene_3101473,107
gene_4466755,107
gene_3323454,106
gene_4492961,106
gene_3295111,106
gene_2485364,106
gene_3667044,106
gene_4304448,106
gene_3037461,106
gene_4623567,106
gene_4041724,105
gene_4281171,105
gene_4305460,105
gene_4508703,104
gene_4633058,104
gene_4036515,104
gene_3869673,103
gene_4014806,103
gene_3862165,103
gene_3445319,103
gene_4540577,103
gene_4501677,103
gene_4406399,102
gene_2837782,102
gene_3705808,102
gene_3470073,102
gene_4410467,102
gene_3842103,102
gene_3862761,102
gene_3384069,102
gene_4443786,102
gene_4279215,101
gene_3967408,101
gene_3555335,101
gene_4046817,101
gene_4420533,101
gene_3608730,101
gene_4329853,101
gene_3318738,101
gene_4595680,101
gene_3440800,101
gene_3042080,100
gene_3847211,100
gene_3395763,100
gene_3191491,100
gene_3473110,100
gene_3036178,100
gene_4617382,100
gene_2657735,100
gene_3335067,99
gene_3911867,99
gene_4220068,99
gene_4566288,99
gene_3588999,99
gene_4403355,99
gene_4453499,99
gene_4467399,99
gene_3896903,99
gene_4432102,98
gene_3615601,98
gene_3176526,98
gene_4436960,98
gene_3968139,98
gene_4147144,98
gene_4158462,98
gene_2478969,98
gene_3452612,98
gene_4489862,97
gene_4216701,97
gene_3363819,97
gene_3767204,97
gene_3988271,96
gene_3803066,96
gene_2653875,96
DSM22607_4_GL0340256,96
gene_4493120,96
gene_4135494,96
gene_3631341,96
gene_4231947,96
gene_3696813,95
gene_3241815,95
gene_1958653,95
gene_4118449,95
gene_3277055,95
gene_3576352,95
gene_3569353,95
gene_4043077,94
gene_3873906,94
gene_3876445,93
gene_4484121,93
gene_3758893,93
gene_4548882,93
gene_2217371,93
gene_4309498,93
gene_4160447,93
gene_3149382,93
gene_3414790,93
gene_2902355,92
gene_4050456,92
gene_2762763,92
gene_3089759,92
gene_3048704,92
gene_4044965,92
gene_3947041,92
gene_2596772,92
gene_3728839,91
gene_4142584,91
gene_4406968,91
gene_3792451,91
gene_4612043,91
gene_4434951,91
gene_4032535,90
gene_4606530,90
gene_3600794,90
gene_3701764,90
gene_4632305,90
gene_2905495,90
gene_3433147,90
gene_3575890,90
gene_4287915,90
gene_4546409,90
gene_4633740,89
gene_4534171,89
gene_3378237,88
gene_4036360,88
gene_3213901,88
gene_3572156,88
gene_4033660,88
gene_4378487,88
gene_3136800,88
gene_3546772,87
gene_3147416,87
gene_4529292,87
gene_3913077,87
gene_3638660,87
gene_3016781,87
gene_4019895,86
gene_4485092,86
gene_3929361,86
gene_3724218,86
gene_4263639,85
gene_3746756,85
gene_3264320,85
gene_4257777,85
gene_3721277,85
gene_3536024,85
gene_3209101,85
gene_4529375,85
gene_3651666,85
gene_4591505,85
gene_4624028,85
gene_4085699,84
gene_4265553,84
gene_3471875,84
gene_3762565,84
gene_4108300,84
gene_4241412,84
gene_4420132,84
gene_3646316,84
gene_3970794,84
gene_3824923,84
gene_3343755,83
gene_4169428,83
gene_3880524,83
gene_3789039,83
gene_4222121,83
gene_4422374,83
gene_4622830,83
gene_4299436,83
gene_3918469,83
gene_4615338,83
gene_3885384,83
gene_3534785,82
gene_4258902,82
gene_4320912,82
gene_3992708,82
gene_2855783,82
gene_3137781,82
gene_3656140,82
gene_4018366,81
gene_4502224,81
gene_4132721,81
gene_3391546,81
gene_2115899,81
gene_4315453,81
gene_3217843,81
gene_4353641,81
gene_4253810,81
gene_3969514,80
gene_4573738,80
gene_1924892,80
gene_4542301,80
gene_4603222,80
gene_4497719,80
gene_3896904,80
gene_3247777,80
gene_3902442,80
gene_4447285,80
gene_3836959,80
gene_3154619,80
gene_3544107,79
gene_4183762,79
gene_4375746,79
gene_3008714,79
gene_4333487,79
gene_3867818,78
gene_3361261,78
gene_3032996,78
gene_4065008,78
gene_2476697,78
gene_4392070,78
gene_3314902,78
gene_3921369,78
gene_3374861,78
gene_4139158,78
gene_4216838,78
gene_4585997,77
gene_2736075,77
gene_3673122,77
gene_3377575,77
gene_3221436,77
gene_3545078,77
gene_4625580,77
gene_4566746,77
gene_3913538,77
gene_3470408,76
gene_3935885,76
gene_4626142,76
gene_4493590,76
gene_4601967,76
gene_4471536,76
gene_3866419,76
gene_4562190,76
gene_4265317,76
gene_4053958,75
gene_4329657,75
gene_3784095,75
gene_2986687,75
gene_3128801,75
gene_4520153,74
gene_3110449,74
gene_4009535,74
gene_4160203,74
gene_3230397,74
gene_3412541,74
gene_4179326,74
gene_3986654,74
gene_3049061,74
gene_3249762,74
gene_3544564,74
gene_4305320,74
gene_3314169,74
gene_4483277,73
gene_2677191,73
gene_4416358,73
gene_3596412,73
gene_2736174,73
gene_4096662,73
gene_3520790,73
gene_4317122,73
gene_3178395,73
gene_4209155,72
gene_3685730,72
gene_4505036,72
gene_4157882,72
gene_4544228,72
gene_2953684,72
gene_4023847,72
gene_3978143,72
gene_3159664,72
gene_4088307,72
gene_4059909,72
gene_3302001,71
gene_3461831,71
gene_2933446,71
gene_3587112,71
gene_4426549,71
gene_3675602,71
gene_3521261,71
gene_2851782,71
gene_4151035,71
gene_4250014,71
gene_4073625,70
gene_3208292,70
gene_3992728,70
gene_3934547,70
gene_4021958,70
gene_4503882,70
gene_4383681,70
gene_4466754,70
gene_4433565,70
gene_3393630,70
gene_4568437,70
gene_4309799,69
gene_4609966,69
gene_3980224,69
gene_4419114,69
gene_2839179,69
gene_3740128,69
gene_4500981,69
gene_3635121,68
gene_4395000,68
gene_3780972,68
gene_4217315,68
gene_2347056,68
gene_3000862,68
gene_4483988,68
gene_3617341,67
gene_4580872,67
gene_3986867,67
gene_4467509,67
gene_3511474,67
gene_4540508,67
gene_3419734,66
gene_3317329,66
gene_2794975,66
gene_2256624,66
gene_3385642,66
gene_4394211,66
gene_4509529,66
gene_1873664,66
gene_4304252,66
gene_4485091,66
gene_3866491,66
gene_4137251,66
gene_3831705,66
gene_3589527,66
gene_3985860,66
gene_3217844,65
gene_3986306,65
gene_3558225,65
gene_4596036,65
gene_4306960,65
gene_3474526,65
gene_4214772,65
gene_3684198,65
gene_4611458,65
gene_4088308,65
gene_4604285,64
gene_4123435,64
gene_3996218,64
gene_4628276,64
gene_2836625,64
gene_4497716,64
gene_3144828,64
gene_3573521,64
gene_4632783,64
gene_3945907,64
gene_3244653,64
gene_4629454,64
gene_4474926,64
gene_4463221,63
gene_3431941,63
gene_3331940,63
gene_4504041,63
gene_4089409,63
gene_4474935,63
gene_4499699,63
gene_4604030,63
gene_4317560,63
gene_2400855,63
gene_4548236,63
gene_4016255,63
gene_3477059,63
gene_2481200,63
gene_4087327,63
gene_2560333,62
gene_4346760,62
gene_4445564,62
gene_3742710,62
gene_4540214,62
gene_3501541,62
gene_4435122,62
gene_3913946,62
gene_4040747,62
gene_3477282,62
gene_4172081,62
gene_3408849,62
gene_3911803,62
gene_4086729,62
gene_3875564,62
gene_3203715,61
gene_3675601,61
gene_3986267,61
gene_4051738,61
gene_3991949,61
gene_4067681,61
gene_4157349,61
gene_4153791,61
gene_4147143,61
gene_4158416,60
gene_3209751,60
gene_4006072,60
gene_3940284,60
gene_3312054,60
gene_3414630,60
gene_4494409,60
gene_3314903,60
gene_3873057,60
gene_3825579,60
gene_4557870,60
gene_4437273,60
gene_3782836,59
gene_3818620,59
gene_3020502,59
gene_4146198,59
gene_4003577,59
gene_4616863,59
gene_3992068,59
gene_3209099,59
gene_3352067,59
gene_4542711,59
gene_3992196,59
gene_2507054,59
gene_3870295,59
gene_3782941,59
gene_4153792,59
gene_4330948,58
gene_3823488,58
gene_3979507,58
gene_4523717,58
gene_3271895,58
gene_2855784,58
gene_3259552,58
gene_3653030,58
gene_4634916,58
gene_4095929,58
gene_4034273,58
gene_4089261,58
gene_3894563,58
gene_3485290,58
gene_4090523,58
gene_3768885,57
gene_4448664,57
gene_4310092,57
gene_3256291,57
gene_3924911,57
gene_3584032,57
gene_3247778,57
gene_4304251,57
gene_3840599,57
gene_3497191,57
gene_3878529,57
gene_4080173,57
gene_2947255,57
gene_3977405,57
gene_3913539,56
gene_4044582,56
gene_4517282,56
gene_2583973,56
gene_3996528,56
gene_4218946,56
gene_4265295,56
gene_3700930,56
gene_4249474,56
gene_4280827,56
gene_4598259,56
gene_2788973,56
gene_4282880,56
gene_3053565,55
gene_3598423,55
gene_4222118,55
gene_2938602,55
gene_4387186,55
gene_3300666,55
gene_3405831,55
gene_4465933,55
gene_3716832,55
gene_3211338,55
gene_4030929,55
gene_2876811,54
gene_3087960,54
gene_3793510,54
gene_4009128,54
gene_4612983,54
gene_4070299,54
gene_4383761,54
gene_4203263,54
gene_4528196,54
gene_3045510,54
gene_3269065,54
gene_4358652,54
gene_3517306,53
gene_3917252,53
gene_3825342,53
gene_4348081,53
gene_4152129,53
gene_4495266,53
gene_3886870,53
gene_4347666,53
gene_4513576,53
gene_3738895,53
gene_4120103,53
gene_4389477,53
gene_4436151,53
gene_3930336,53
gene_4299283,53
gene_4492526,53
gene_4231946,53
gene_4586186,53
gene_3252853,52
gene_4622483,52
gene_2588043,52
gene_2844581,52
gene_4513875,52
gene_4018401,52
gene_4200727,52
gene_3452368,52
gene_4474117,52
gene_4513989,52
gene_4527917,52
gene_4155791,51
gene_2658890,51
gene_4055708,51
gene_2489998,51
gene_2688324,51
gene_4216341,51
gene_3790399,51
gene_3535619,51
gene_3649676,51
gene_4483276,51
Chow_7_GL0078957,51
gene_3729740,51
gene_3245032,51
gene_3998040,51
gene_2517279,51
gene_3391813,50
gene_3892935,50
gene_4545438,50
gene_1796288,50
gene_2892854,50
gene_4218354,50
gene_4577249,50
gene_2525169,50
gene_3942197,50
gene_4413039,50
gene_3558226,50
gene_4419666,50
gene_4411418,49
gene_2777823,49
gene_3955079,49
gene_2382596,49
gene_4330947,49
gene_3151781,49
gene_3852974,49
gene_4542087,49
gene_3293886,49
gene_4117699,49
gene_3720711,49
gene_4073708,49
gene_4618044,49
gene_4458882,49
gene_4489830,49
gene_3755259,49
gene_3736960,49
gene_4500980,49
gene_4321820,49
gene_3868655,48
gene_3267496,48
gene_4503527,48
gene_3649966,48
gene_4609872,48
gene_2794778,48
gene_4218945,48
gene_4308400,48
gene_3675437,48
gene_3052508,48
gene_3576986,48
gene_3656090,48
gene_4105483,48
gene_4252529,48
gene_3731283,47
gene_3789038,47
gene_4099366,47
gene_3656089,47
gene_3470506,47
gene_2398524,47
gene_2974536,47
gene_4255344,47
gene_3762862,47
gene_4321906,47
gene_4630560,47
gene_2651766,47
gene_3659756,47
gene_3944013,47
gene_4179816,47
gene_4426836,47
gene_4392938,47
gene_4378040,47
gene_3830070,47
gene_3360103,46
gene_3574475,46
gene_4149240,46
gene_4578517,46
gene_3432626,46
gene_4244866,46
gene_3524799,46
gene_4225054,46
gene_4363576,46
gene_3740385,46
gene_3616270,46
gene_4222117,46
gene_4334077,46
gene_4467507,46
gene_4153442,46
gene_3624994,45
gene_3396364,45
gene_4611670,45
gene_4384708,45
gene_4385476,45
gene_4258310,45
gene_4456613,45
gene_3611881,45
gene_3340960,45
gene_2775055,45
gene_3366673,45
gene_3701333,45
gene_3557530,45
gene_3701217,45
gene_3410007,45
gene_3238698,45
gene_3583194,45
gene_4159504,45
gene_4268601,44
gene_1930568,44
gene_2865884,44
gene_4452723,44
gene_3835875,44
gene_1943946,44
gene_2195471,44
gene_4040375,44
gene_4180576,44
gene_3963734,44
gene_4348083,44
gene_3971172,44
gene_4213680,44
gene_4274409,44
gene_4001575,44
gene_2687372,44
gene_4410001,44
gene_3979470,44
gene_3740383,44
gene_3987824,44
gene_4334389,44
gene_4308971,44
gene_4131553,44
gene_4261888,44
gene_3930784,44
gene_3835586,44
gene_4573431,43
gene_4146844,43
gene_4373937,43
gene_3339741,43
gene_4021415,43
gene_4298553,43
gene_3431942,43
gene_3447360,43
gene_4096958,43
gene_2791557,43
gene_3867072,43
gene_4382686,43
gene_3594870,43
gene_4149989,43
gene_3940249,43
gene_3524792,43
gene_3611523,43
gene_2658003,43
gene_4370922,43
gene_3947896,43
gene_4215772,43
gene_3388185,43
gene_4042559,43
gene_2659887,42
gene_4105546,42
gene_4615339,42
gene_3688249,42
gene_4471081,42
gene_4556934,42
gene_4593702,42
gene_3905500,42
gene_4121122,42
gene_3811264,42
gene_4128623,42
gene_3525804,42
gene_3576356,42
gene_4089602,42
gene_4062857,42
gene_2807308,42
gene_4325086,42
gene_3548732,42
gene_3805266,42
gene_2684157,42
gene_2226190,42
gene_3293038,41
gene_3009815,41
gene_3910325,41
gene_4382972,41
gene_4622913,41
gene_2891827,41
gene_3962232,41
gene_3821375,41
gene_4609967,41
gene_3319054,41
gene_3359669,41
gene_4140834,41
gene_3532645,41
gene_4485093,41
gene_4246894,41
gene_4635507,41
gene_3781212,41
gene_3736800,41
gene_3839277,41
gene_3170172,41
gene_3876300,41
gene_3761497,40
gene_4107239,40
gene_3229695,40
gene_3845096,40
gene_4467506,40
gene_3016197,40
gene_3878528,40
gene_4372256,40
gene_2982674,40
gene_4137143,40
gene_4103029,40
gene_4007919,40
gene_4182919,40
gene_4079729,40
gene_4430403,40
gene_3158796,40
gene_3250146,40
gene_3905031,40
gene_4616818,40
gene_4168454,40
gene_2398525,40
gene_2847653,40
gene_4210246,40
gene_2828118,39
gene_3570235,39
gene_3699416,39
gene_3804073,39
gene_4013034,39
gene_3422190,39
gene_3468031,39
gene_4238894,39
gene_4103276,39
gene_3768162,39
gene_4273368,39
gene_3016196,39
gene_3763409,39
gene_4207199,39
gene_4242693,39
gene_3788353,39
gene_2545589,39
gene_4528749,39
gene_4269533,39
gene_3655250,38
gene_3098645,38
gene_3801155,38
gene_4179817,38
gene_4516147,38
gene_2531463,38
gene_3545699,38
gene_4408105,38
gene_4364448,38
gene_4442437,38
gene_4612385,38
gene_3508106,38
gene_4303071,38
gene_4110617,38
gene_3853186,38
gene_4101748,38
gene_4246071,38
gene_4369416,38
gene_4097100,37
gene_3768640,37
gene_4367107,37
gene_3420392,37
gene_3224342,37
gene_3727693,37
gene_2748605,37
gene_3664881,37
gene_3387999,37
gene_4290880,37
gene_4258089,37
gene_3684338,37
gene_4321182,37
gene_4337085,37
gene_4254653,37
gene_3377577,37
gene_2907468,37
gene_3723278,36
gene_4546130,36
gene_4181468,36
gene_4108746,36
gene_4434871,36
gene_3443561,36
gene_2027438,36
gene_3331026,36
gene_4527576,36
gene_3552768,36
gene_4324715,36
gene_3887703,36
gene_3256987,36
gene_4130003,36
gene_3958335,36
gene_3769682,36
gene_4037308,36
gene_4409338,36
gene_4605923,36
gene_3487708,36
gene_3748570,36
gene_4566738,35
gene_4059907,35
gene_4279060,35
gene_4609410,35
gene_2889990,35
gene_4574726,35
gene_3629582,35
gene_4116340,35
gene_3892505,35
gene_4239563,35
gene_2950539,35
gene_3017876,35
gene_4385236,35
gene_3546743,35
gene_3335066,35
gene_2548133,35
gene_4286467,35
gene_4602238,35
gene_3515995,35
gene_4131554,35
gene_4099942,35
gene_3530376,35
gene_3748625,35
gene_4327639,35
gene_3752730,35
gene_2942453,35
gene_2671473,35
gene_3928646,34
gene_3483168,34
gene_3812130,34
gene_3371393,34
gene_3411395,34
gene_3912717,34
gene_3138143,34
gene_3846320,34
gene_4412464,34
gene_4063114,34
gene_3367050,34
gene_3830681,33
gene_4623429,33
gene_4502189,33
gene_2907312,33
gene_4021954,33
gene_4019258,33
gene_4334388,33
gene_2658889,33
gene_3920705,33
gene_4543219,33
gene_2554634,33
gene_4525919,33
gene_4239190,33
gene_3672159,33
gene_4107753,33
gene_3566700,33
gene_2497116,33
gene_3754341,33
gene_3553954,33
gene_4442343,33
gene_3533367,33
gene_2762206,33
gene_4287837,33
gene_4536110,33
gene_2155406,33
gene_2891628,32
gene_4099202,32
gene_3730822,32
gene_2843767,32
gene_3395345,32
4-4_GL0084790,32
gene_3203079,32
gene_4584189,32
gene_3902595,32
gene_3008563,32
gene_3061537,32
gene_4018213,32
gene_3851480,32
gene_3321131,32
gene_4529699,32
gene_4358011,32
gene_3503605,32
gene_4430789,32
gene_4353436,32
gene_3208633,32
gene_4517630,32
gene_3225670,32
gene_2738377,32
gene_3900615,31
gene_3776251,31
gene_3015770,31
gene_3637357,31
gene_4445774,31
gene_4322121,31
gene_4529695,31
gene_2988423,31
gene_4449784,31
gene_3163159,31
gene_4438282,31
gene_3193677,31
gene_3864697,31
gene_4466074,31
gene_3537520,31
gene_3847533,31
gene_4405191,31
gene_3659142,31
gene_1797084,31
gene_4511433,30
gene_4236880,30
gene_2403163,30
gene_4399332,30
gene_4523371,30
gene_4451134,30
gene_4114702,30
gene_4517788,30
gene_3407586,30
gene_4426395,30
gene_2688259,30
gene_4417977,30
gene_3840600,30
gene_4443788,30
gene_3030514,30
gene_4174320,30
gene_3878289,30
gene_3356152,30
gene_4561712,30
gene_3939574,30
gene_3930782,30
gene_3903189,30
gene_4128625,30
gene_4546408,30
gene_3880134,30
gene_4556371,30
gene_4021342,29
gene_3434320,29
gene_4241568,29
gene_3603345,29
gene_4572013,29
gene_3979508,29
gene_4346855,29
gene_2731442,29
gene_4564532,29
gene_3020902,29
gene_4293903,29
gene_3183669,29
gene_3706445,29
gene_4446864,29
gene_4317729,29
gene_4096066,29
gene_2436565,29
gene_4320137,29
gene_4058617,29
gene_3791658,29
gene_2870586,29
gene_4064682,29
gene_4259368,29
gene_4088309,29
gene_3483964,29
gene_3950111,29
gene_4253613,28
gene_4513990,28
gene_2542392,28
gene_2197877,28
gene_3365398,28
gene_3878339,28
gene_4161604,28
gene_4207445,28
gene_3766364,28
gene_3457766,28
gene_4470406,28
gene_4247181,28
gene_3021138,28
gene_3916226,28
gene_3994098,28
gene_4022371,28
gene_3591813,28
gene_3169699,28
gene_4339927,28
gene_4032220,28
gene_4080231,27
gene_3747117,27
gene_4545706,27
gene_3647451,27
gene_4505499,27
gene_3424683,27
gene_4369391,27
Chow_7_GL0045155,27
gene_2451765,27
gene_2836867,27
gene_4070916,27
gene_3902141,27
gene_2974748,27
gene_3952118,27
gene_4280128,27
gene_3237970,27
gene_4435123,27
gene_3723759,27
gene_4270176,27
gene_4520504,27
gene_3638608,27
gene_3700585,27
gene_4607190,27
gene_4003123,27
gene_3568137,27
gene_4638289,27
gene_4237820,27
gene_4145712,27
gene_4069655,27
gene_4214791,27
gene_4446473,27
gene_2479644,26
gene_3636022,26
gene_3894131,26
gene_4452467,26
gene_3570114,26
gene_4157725,26
gene_4335671,26
gene_2862090,26
gene_3178518,26
gene_3426084,26
gene_2862595,26
gene_3877458,26
gene_3819729,26
gene_3815982,26
gene_4235718,26
gene_4228672,26
gene_4131555,26
gene_4452507,26
gene_4412666,26
gene_4156632,26
gene_3205533,26
gene_3534883,26
gene_2958888,26
gene_3209100,26
gene_4637268,26
gene_3946214,25
Chow_1_GL0004229,25
gene_4248567,25
gene_4214790,25
gene_2598443,25
gene_2360609,25
gene_4291186,25
gene_4549415,25
gene_3577630,25
gene_2811183,25
gene_4140213,25
gene_4000393,25
gene_4350987,25
gene_4239737,25
gene_4488023,25
gene_4066797,25
HF-F_4_GL0312174,25
gene_4497927,25
gene_4561586,25
gene_3359107,25
gene_3939997,25
gene_4631409,25
gene_3784734,25
gene_4252705,25
gene_3920429,25
gene_4473652,25
gene_2748457,25
gene_4563513,25
gene_4328904,25
gene_3026649,25
gene_4187980,25
gene_3386808,25
gene_4147670,25
gene_3070147,25
gene_4343613,24
gene_3539774,24
gene_3896782,24
gene_4288577,24
gene_2779193,24
gene_4115873,24
gene_3942185,24
gene_4258903,24
gene_3975977,24
gene_3619597,24
gene_4093542,24
gene_3166850,24
gene_3839567,24
gene_4624815,24
gene_4089109,24
gene_2300063,24
gene_4351361,24
gene_2242713,24
gene_2975699,24
gene_4132911,24
gene_3241222,24
gene_4109179,24
gene_4103682,24
gene_4483122,24
gene_4095762,24
gene_4245387,24
gene_4194280,24
gene_4192376,24
Chow_1_GL0293068,24
gene_2839180,24
gene_3788613,24
gene_3987263,24
gene_3703611,24
gene_4492869,23
gene_4290563,23
gene_2726972,23
gene_4595285,23
gene_3943020,23
gene_3910328,23
gene_3549334,23
gene_3147418,23
gene_3794014,23
gene_3605075,23
gene_3369022,23
gene_4095889,23
gene_4441498,23
gene_2821593,23
gene_2612009,23
gene_4562113,23
gene_3896186,23
gene_4039328,23
Chow_1_GL0056029,23
gene_3743822,23
gene_3754200,23
gene_3823417,23
gene_3148548,23
gene_2244609,23
gene_4203262,23
gene_4566159,23
gene_2965880,23
gene_4480420,23
gene_4559732,22
gene_3839417,22
gene_4076446,22
gene_4103030,22
gene_4475386,22
gene_3966376,22
gene_4374499,22
gene_2668423,22
gene_3169507,22
gene_4401953,22
gene_3661365,22
gene_4431481,22
gene_3283102,22
gene_3363935,22
gene_3031888,22
gene_3968138,22
gene_4363402,22
gene_3442602,22
gene_3772264,22
gene_3125400,22
gene_3504372,22
gene_4471155,22
gene_1228123,22
gene_4198066,21
gene_4442443,21
gene_4633114,21
gene_4007592,21
gene_2684484,21
gene_4224908,21
gene_4437088,21
gene_3357055,21
gene_4084415,21
gene_4491746,21
Chow_1_GL0249067,21
gene_4104294,21
gene_3688415,21
gene_4631316,21
gene_3573009,21
gene_3441169,21
gene_4253786,21
gene_4620662,21
gene_4515345,21
gene_4438048,21
gene_2444072,21
gene_3422684,21
gene_3694244,21
gene_3162651,21
gene_4237576,21
gene_3120991,21
gene_2345741,21
gene_4110883,21
gene_3737321,21
gene_4498628,21
gene_3843954,21
gene_1376747,21
gene_3708805,21
gene_3240042,21
gene_3507312,21
gene_3622006,21
gene_4582928,21
gene_2745606,21
gene_4314512,20
gene_3235466,20
gene_2985365,20
gene_3614375,20
gene_3385050,20
gene_1265965,20
gene_4347975,20
gene_3477439,20
gene_4560857,20
gene_4438084,20
gene_3764832,20
gene_3651966,20
gene_4519327,20
gene_3752113,20
gene_2264954,20
gene_3319848,20
gene_4306017,20
gene_4227884,20
gene_4094560,20
gene_4556772,20
gene_3928063,20
gene_4475245,20
Chow_1_GL0065669,20
gene_3826634,20
gene_2759629,20
gene_4510842,20
gene_4460953,20
gene_4039330,20
gene_3952487,20
gene_2207959,20
Chow_1_GL0193960,20
gene_3681740,20
gene_2216123,20
gene_3606768,20
gene_4477387,20
gene_2624757,19
gene_3745320,19
gene_3422685,19
gene_3680054,19
Chow_7_GL0011879,19
gene_4471424,19
gene_2579591,19
gene_3278129,19
gene_3963550,19
gene_4034762,19
gene_3122280,19
gene_4198064,19
gene_3965834,19
gene_3284991,19
gene_4602026,19
gene_4258739,19
gene_2073551,19
gene_3783768,19
gene_3295179,19
gene_3240816,19
gene_4544227,19
Chow_7_GL0242567,19
gene_3491307,19
gene_4058580,19
gene_3507903,19
gene_3251442,19
gene_3224473,19
gene_3703836,19
gene_4138552,19
gene_3070690,19
gene_2396716,19
gene_3916811,19
gene_4084315,19
gene_4477933,19
gene_2864658,19
gene_2960316,19
gene_1649436,19
gene_3794844,19
gene_4265316,19
gene_4498685,19
gene_4351018,19
gene_3465852,19
gene_3948070,19
gene_3561552,18
gene_3697920,18
gene_4259576,18
Chow_7_GL0115476,18
Food_11_GL0357206,18
gene_4421702,18
gene_3501642,18
gene_3887934,18
gene_3889288,18
gene_4152213,18
gene_4606035,18
gene_2348583,18
HF-F_4_GL0315444,18
gene_3769614,18
gene_3916745,18
G1-3A_GL0030844,18
gene_3559517,18
gene_2554635,18
gene_4091043,18
gene_3308717,18
gene_2615331,18
gene_3340959,18
gene_2738378,18
gene_4257004,18
gene_3985927,18
gene_2839877,18
gene_4449542,18
gene_4401875,18
gene_2113055,18
gene_4367958,18
gene_4056695,18
gene_3924558,18
gene_4304471,18
gene_4414549,18
gene_4333933,18
gene_3573195,18
gene_2945924,18
gene_4405189,18
gene_3768436,18
gene_2187964,18
gene_4391556,18
gene_3407587,18
gene_3859151,18
gene_3098774,17
gene_3154440,17
gene_4318733,17
gene_4499199,17
gene_3858975,17
gene_3957926,17
gene_3986268,17
gene_3630332,17
gene_4008014,17
gene_3896976,17
gene_3160558,17
gene_3020242,17
gene_3840202,17
gene_4251654,17
gene_3967584,17
gene_4017616,17
gene_4021955,17
gene_2021737,17
gene_4325564,17
gene_4506981,17
gene_1384669,17
gene_4216454,17
gene_4405089,17
Chow_7_GL0114967,17
gene_4356249,17
gene_3331960,17
gene_2981979,17
gene_4559733,17
gene_4169248,17
gene_3813131,17
gene_3219872,17
gene_4389605,17
gene_2671553,16
gene_4287701,16
gene_3778329,16
gene_3576320,16
gene_3335160,16
gene_4203266,16
gene_1941510,16
gene_4082320,16
NZ_KB822478.1_cds_WP_004056605.1_1984,16
gene_2611139,16
gene_3584310,16
gene_4629999,16
gene_4185014,16
gene_4443822,16
gene_3197931,16
gene_4593768,16
