gene,postFMT_3_cecum
gene_4566288,48
gene_3969514,48
gene_4216838,48
gene_4347666,48
gene_4108300,48
gene_4626142,48
gene_4105483,48
gene_4220068,48
gene_2794778,48
gene_3656090,48
gene_4383681,47
gene_4147143,47
gene_4265317,47
gene_3548732,47
gene_4217315,47
gene_3992708,47
gene_4089261,47
gene_4073708,47
gene_2986687,47
gene_2982674,47
gene_4117699,47
gene_2596772,47
gene_4624028,47
gene_3244653,47
gene_2677191,47
gene_4018401,47
gene_2855783,46
gene_3293886,46
gene_3979507,46
gene_3302001,46
gene_4160447,46
gene_4096958,46
gene_4363576,46
gene_4032535,46
gene_3811264,46
gene_3918469,46
gene_4544228,46
gene_3411395,46
gene_2839179,46
gene_4172081,46
gene_3929361,46
gene_3930336,46
gene_4375746,46
gene_3154619,45
gene_4618044,45
gene_3524799,45
gene_3393630,45
gene_4159504,45
gene_1930568,45
gene_4249474,45
gene_3405831,45
gene_3110449,45
gene_4353641,45
gene_4483276,45
gene_4413039,45
gene_3917252,45
gene_3998040,45
gene_3589527,45
gene_3656140,45
gene_4452723,45
gene_4261888,45
gene_3267496,45
gene_4040747,45
gene_3852974,45
gene_4458882,45
gene_3638660,45
gene_2684157,45
gene_2658003,45
gene_1943946,44
gene_4622913,44
gene_4387186,44
gene_3930784,44
gene_4577249,44
gene_3128801,44
gene_4213680,44
gene_4073625,44
gene_4434951,44
gene_3256291,44
gene_3217843,44
gene_4157882,44
gene_4130003,44
gene_4088307,44
gene_4422374,44
gene_3902442,44
gene_4471081,44
gene_4603222,44
gene_4485091,44
gene_4290880,44
gene_4255344,44
gene_3052508,44
gene_3557530,44
gene_4149989,44
gene_4394211,44
gene_4050456,44
gene_4153792,44
gene_4121122,44
gene_3782941,44
gene_3008714,43
gene_2736075,43
gene_3830070,43
gene_2398525,43
gene_3544107,43
gene_3629582,43
gene_3250146,43
gene_4513989,43
gene_3935885,43
gene_2027438,43
gene_3314902,43
gene_2794975,43
gene_3217844,43
gene_3986654,43
gene_3767204,43
gene_4086729,43
gene_4471536,43
gene_4615339,43
gene_4467506,43
gene_3675437,43
gene_4384708,43
gene_4637268,43
gene_3970794,43
gene_4096662,43
gene_4214772,43
gene_4448664,43
gene_2777823,43
gene_4317122,43
gene_4395000,42
gene_3271895,42
gene_4304252,42
gene_3944013,42
gene_3151781,42
gene_4625580,42
gene_3635121,42
gene_4021415,42
gene_4153791,42
gene_3781212,42
gene_4241412,42
gene_4149240,42
gene_4497719,42
gene_3768640,42
gene_4059909,42
gene_3452368,42
gene_4085699,42
gene_3412541,42
gene_3470506,42
gene_4013034,42
gene_4609967,42
gene_3032996,42
gene_3731283,42
gene_4546130,42
gene_3410007,42
gene_3789039,42
gene_3880524,42
gene_4315453,42
gene_4385236,41
gene_3576356,41
gene_3905500,41
gene_4334077,41
gene_4246894,41
gene_3544564,41
gene_4001575,41
gene_4182919,41
gene_3905031,41
gene_3761497,41
gene_4629454,41
gene_4409338,41
gene_4556934,41
gene_4456613,41
gene_3016196,41
gene_3675601,41
gene_4157349,41
gene_4225054,41
gene_3824923,41
gene_3470408,41
gene_2865884,41
gene_4258310,41
gene_4611670,41
gene_3740385,40
gene_3823488,40
gene_3532645,40
gene_4540508,40
gene_4509529,40
gene_3892935,40
gene_2115899,40
gene_4616818,40
gene_3249762,40
gene_3821375,40
gene_3839277,40
gene_2531463,40
gene_4183762,40
gene_3978143,40
gene_3867072,40
gene_4274409,40
gene_4137143,40
gene_3913539,40
gene_2974536,40
gene_3651666,40
gene_4309799,40
gene_3193677,40
gene_3958335,40
gene_4040375,40
gene_4322121,40
gene_4369416,40
gene_2807308,40
gene_3746756,40
gene_3570235,40
gene_4543219,39
gene_4609872,39
gene_4236880,39
gene_4463221,39
gene_4087327,39
gene_4628276,39
gene_4207199,39
gene_2950539,39
gene_4609966,39
gene_4021954,39
gene_3867818,39
gene_3259552,39
gene_3331026,39
gene_3158796,39
gene_4451134,39
gene_3940249,39
gene_2942453,39
gene_3247778,39
gene_4370922,39
gene_4273368,39
gene_4497716,39
gene_4103029,39
gene_3870295,39
gene_4180576,38
gene_3885384,38
gene_3293038,38
gene_4157725,38
gene_4473652,38
gene_4334388,38
gene_4107753,38
gene_3996528,38
gene_2836625,38
gene_4609410,38
gene_4064682,38
gene_4517282,38
gene_3361261,38
gene_4503882,38
gene_3468031,38
gene_3748570,38
gene_2907468,38
gene_3699416,38
gene_4059907,38
gene_4097100,38
gene_4574726,38
gene_4542087,38
gene_4140834,38
gene_4160203,37
gene_3570114,37
gene_3887703,37
gene_4348081,37
gene_2748605,37
gene_3535619,37
gene_4269533,37
gene_3763409,37
gene_4605923,37
gene_4123435,37
gene_4489830,37
gene_3545699,37
gene_4120103,37
gene_3766364,37
gene_4304251,37
gene_3521261,37
gene_4003123,37
gene_3457766,37
gene_4179817,37
gene_4612983,37
gene_2436565,37
gene_3009815,37
gene_2347056,37
gene_3483168,37
gene_3782836,37
gene_3359669,37
gene_3576986,37
gene_4286467,37
gene_4511433,37
gene_2862595,37
gene_3979470,37
gene_3878528,36
gene_4419114,36
gene_3030514,36
gene_3558225,36
gene_4293903,36
gene_4564532,36
gene_3980224,36
gene_2988423,36
gene_4306960,36
gene_4137251,36
gene_3138143,36
gene_2659887,36
gene_3443561,36
gene_4268601,36
gene_4239190,36
gene_4623429,36
gene_3913946,36
gene_3611523,36
gene_4584189,36
gene_4116340,36
gene_4310092,36
gene_3000862,36
gene_4470406,35
gene_3209751,35
gene_4568437,35
gene_4069655,35
gene_2398524,35
gene_4435122,35
gene_4110617,35
gene_3928646,35
gene_4593702,35
gene_3894563,35
gene_3911803,35
gene_3552768,35
gene_3776251,35
gene_4303071,35
gene_4435123,35
gene_3321131,35
gene_4408105,35
gene_2548133,35
gene_4348083,35
gene_3655250,35
gene_3684198,34
gene_3407586,34
gene_2855784,34
gene_4003577,34
gene_4254653,34
gene_3831705,34
gene_3727693,34
gene_2907312,34
gene_3317329,34
gene_4055708,34
gene_4080231,34
gene_3880134,34
gene_3987824,34
gene_4287837,34
gene_4399332,34
gene_3986267,34
gene_3573521,34
gene_4392938,34
gene_3971172,34
gene_4330948,34
gene_4517630,34
gene_3584032,34
gene_4146844,34
gene_3594870,34
gene_4523717,34
gene_3431942,34
gene_4466074,34
gene_2554634,34
gene_3387999,34
gene_3583194,34
gene_4218946,33
gene_4280827,33
gene_3312054,33
gene_2738377,33
gene_3591813,33
gene_3952118,33
gene_3256987,33
gene_4601967,33
gene_4630560,33
gene_3485290,33
gene_4445564,33
gene_3408849,33
gene_3847533,33
gene_4346855,33
gene_3903189,33
gene_3017876,33
gene_2843767,33
gene_3208633,33
gene_4114702,33
gene_4299283,33
gene_3016197,33
gene_4016255,33
gene_4449784,33
gene_3229695,33
gene_3985860,33
gene_4536110,33
gene_4079729,33
gene_4438282,33
gene_3873057,33
gene_4327639,33
gene_2788973,33
gene_3015770,32
gene_3537520,32
gene_4480420,32
gene_4218354,32
gene_4235718,32
gene_2497116,32
gene_4203262,32
gene_4612385,32
gene_3503605,32
gene_3804073,32
gene_2545589,32
gene_4485093,32
gene_4131553,32
gene_4545438,32
gene_3886870,32
gene_3553954,32
gene_4492526,32
gene_4203263,32
gene_3617341,32
gene_4492869,32
gene_3419734,32
gene_3672159,32
gene_3962232,32
gene_3144828,32
gene_2348583,32
gene_3501541,32
gene_4080173,32
gene_4353436,32
gene_3845096,32
gene_3768885,32
gene_4218945,31
gene_4088308,31
gene_3791658,31
gene_2598443,31
gene_4246071,31
gene_3752113,31
gene_3388185,31
gene_3335066,31
gene_2400855,31
gene_2862090,31
gene_4259368,31
gene_2256624,31
gene_3424683,31
gene_3533367,31
gene_2844581,31
gene_4369391,31
gene_4089409,31
gene_4006072,31
gene_4516147,31
gene_3661365,31
gene_3434320,31
gene_3910325,31
gene_3395345,31
gene_4018213,31
gene_4364448,31
gene_4093542,31
gene_3530376,31
gene_3878289,31
gene_3426084,31
gene_4282880,31
gene_4108746,31
gene_4214790,30
gene_3866491,30
gene_2847653,30
gene_4308400,30
gene_4239563,30
gene_3477282,30
gene_4556371,30
gene_4321182,30
gene_3815982,30
gene_4350987,30
gene_3788613,30
gene_3098645,30
gene_2947255,30
gene_4320137,30
gene_3515995,30
gene_3026649,30
gene_3818620,30
gene_4242693,30
gene_4062857,30
gene_4523371,30
gene_3992068,30
gene_1228123,30
gene_2775055,30
gene_3747117,30
gene_4411418,30
gene_3700585,30
gene_4443788,30
gene_4265295,30
gene_4546408,30
gene_4101748,30
gene_4131554,30
gene_3122280,29
gene_3611881,29
gene_3162651,29
gene_4146198,29
gene_3694244,29
gene_3363935,29
gene_4187980,29
gene_2612009,29
gene_4442343,29
gene_3386808,29
gene_2360609,29
gene_3240042,29
gene_4030929,29
gene_3819729,29
gene_3314903,29
gene_3649676,29
gene_4107239,29
gene_3762862,29
gene_4586186,29
gene_3894131,29
gene_3784734,29
gene_3994098,29
gene_3224473,29
gene_4572013,29
gene_4446473,29
gene_4596036,29
gene_3939997,29
gene_3902595,29
gene_3942185,29
gene_3878339,28
gene_4410001,28
gene_2748457,28
gene_4528196,28
gene_3684338,28
gene_3178518,28
gene_4348082,28
gene_3910328,28
gene_4529699,28
gene_4298553,28
gene_4452467,28
gene_3183669,28
gene_2197877,28
gene_2688259,28
gene_2525169,28
gene_2615331,28
gene_4308971,28
gene_4324715,28
gene_3754341,28
gene_3870639,28
gene_4042559,28
gene_2671473,28
gene_3020502,28
gene_4325086,28
gene_3020902,28
gene_4105546,28
gene_3377577,28
gene_4231946,28
gene_3955079,28
gene_3752730,28
gene_4291186,28
gene_3170172,28
gene_3835875,28
gene_3391813,28
gene_2828118,28
gene_3896782,27
gene_4321906,27
gene_4241568,27
gene_3659756,27
gene_4548236,27
gene_3701217,27
gene_3851480,27
gene_3947896,27
gene_3653030,27
gene_3497191,27
gene_2658889,27
gene_4095762,27
gene_3950111,27
gene_3205533,27
gene_3340959,27
gene_4253613,27
gene_3366673,27
gene_3812130,27
gene_4561712,27
gene_4378040,27
gene_4168454,27
gene_2891827,27
gene_4022371,27
gene_3245032,27
gene_3125400,27
gene_4321820,26
gene_3647451,26
gene_4115873,26
gene_3876300,26
G1-3A_GL0030844,26
gene_4500980,26
gene_4633114,26
gene_4520504,26
gene_4442437,26
gene_4222117,26
gene_2791557,26
gene_4306017,26
NZ_KB822478.1_cds_WP_004056605.1_1984,26
gene_4318733,26
gene_3508106,26
gene_4192376,26
gene_4438048,26
gene_3442602,26
gene_4622483,26
gene_3209099,26
gene_3823417,26
gene_3558226,26
gene_3045510,26
gene_3061537,26
gene_4145712,26
gene_4279060,26
gene_4421702,26
gene_4467507,26
gene_3963734,26
gene_2958888,26
gene_3487708,26
gene_3432626,26
gene_4103682,26
gene_3269065,26
gene_4566159,26
gene_4058617,26
gene_4227884,25
gene_3916226,25
gene_4497927,25
gene_3525804,25
gene_4288577,25
gene_4147670,25
gene_4156632,25
gene_3237970,25
gene_4561586,25
gene_3447360,25
gene_3825579,25
gene_4066797,25
gene_3483964,25
gene_3846320,25
gene_2745606,25
gene_4488023,25
gene_3539774,25
gene_3825342,25
gene_3369022,25
gene_3930782,25
gene_4328904,25
gene_3697920,25
gene_4099202,25
gene_2975699,25
gene_4417977,25
gene_2684484,25
gene_3826634,25
gene_2244609,25
gene_4237576,25
gene_3394078,25
gene_4385476,25
gene_4280128,25
gene_4096066,25
gene_3794014,25
gene_3619597,25
gene_3225670,25
gene_4563513,25
gene_3021138,24
gene_2821593,24
gene_3603345,24
gene_3748625,24
gene_4317729,24
gene_4200727,24
gene_2579591,24
gene_4343613,24
gene_4285981,24
gene_3902141,24
gene_4091043,24
gene_3295179,24
gene_4358011,24
gene_3896186,24
gene_3805266,24
gene_3835586,24
gene_3053565,24
gene_4389477,24
gene_2155406,24
gene_4528749,24
gene_3975977,24
gene_4527917,24
gene_4334389,24
gene_4498628,24
gene_4128625,24
gene_3283102,24
gene_3422190,24
gene_4094560,24
gene_4152213,24
gene_3238698,24
gene_3736800,24
gene_4426395,24
gene_3737321,24
gene_4624815,23
gene_4559732,23
gene_4140213,23
gene_4477387,23
gene_3524792,23
gene_3120991,23
gene_3251442,23
gene_4602238,23
gene_4573431,23
gene_4174320,23
gene_3730822,23
gene_4238894,23
gene_3877458,23
gene_3701333,23
gene_3568137,23
gene_3319848,23
gene_4430403,23
gene_4412464,23
gene_3859151,23
gene_2738378,23
gene_4128623,23
gene_4290563,23
gene_3688415,23
gene_3860130,23
gene_2207959,23
gene_4582928,23
gene_3566700,23
gene_3892505,23
gene_4179816,23
gene_3574475,23
gene_3070147,23
gene_3840599,23
gene_3738895,23
gene_3939574,23
gene_2242713,23
gene_3031888,23
gene_2300063,23
gene_4452507,22
gene_2444072,22
gene_4258739,22
gene_4397118,22
gene_3203079,22
gene_3944439,22
gene_3148548,22
gene_3070690,22
gene_3769682,22
gene_3968138,22
gene_4270176,22
gene_3465852,22
gene_2839877,22
4-4_GL0084790,22
gene_4007919,22
gene_3951783,22
gene_4037308,22
gene_2985365,22
gene_2889990,22
gene_1797084,22
gene_3943020,22
gene_4373937,22
gene_4505499,22
gene_4503527,22
gene_3061667,22
gene_3985927,22
gene_3735792,22
gene_3224342,22
gene_2403163,22
gene_3241222,22
gene_2726972,22
gene_3385050,22
gene_3222669,22
gene_4258903,22
gene_3830681,22
gene_3638608,22
gene_4228672,21
gene_3708805,21
gene_4401953,21
gene_3755259,21
gene_4412666,21
gene_4070916,21
gene_4161604,21
gene_3963550,21
gene_4245387,21
gene_3501642,21
gene_2668423,21
gene_2004562,21
gene_4337085,21
gene_4382972,21
gene_3367050,21
gene_4527576,21
gene_4437088,21
gene_4434871,21
gene_3764832,21
gene_4039328,21
gene_3637357,21
gene_4104294,21
gene_2517279,21
gene_4372256,21
gene_3517306,21
gene_3814702,21
gene_3769614,21
gene_3236789,21
gene_4475386,21
gene_4210246,21
gene_4215772,21
DSM22607_4_GL0243623,21
gene_4273003,21
gene_3987263,21
gene_3839417,20
gene_3853186,20
gene_2731442,20
gene_4545706,20
gene_3396364,20
gene_4253786,20
gene_4032220,20
gene_3794844,20
gene_4138552,20
gene_3420392,20
gene_4491746,20
gene_4117233,20
gene_3723278,20
gene_3912717,20
gene_3753724,20
gene_4506981,20
gene_3319054,20
gene_3008563,20
gene_2660287,20
gene_4620662,20
gene_4034762,20
gene_3325611,20
gene_3772264,20
gene_4089109,20
gene_3948070,20
gene_3743822,20
gene_3636022,20
gene_2345741,19
gene_2839180,19
gene_3889288,19
gene_4008014,19
gene_3359107,19
gene_2226190,19
gene_3546743,19
gene_2671553,19
gene_3874223,19
gene_2113055,19
gene_4021342,19
gene_4109179,19
gene_4513990,19
gene_3098774,19
gene_4629999,19
gene_4099942,19
gene_3952487,19
gene_3791024,19
gene_3701052,19
gene_3965834,19
gene_3778329,19
gene_4390929,19
gene_4405191,19
gene_4287701,19
gene_4224908,19
gene_4556772,19
gene_3788687,19
gene_4277213,19
gene_4339927,19
gene_3365398,19
gene_3576320,19
gene_2836867,19
gene_2779193,19
gene_3504372,19
gene_3979508,19
gene_3549334,19
Food_11_GL0357206,19
gene_4279980,19
gene_4529695,18
gene_3559517,18
gene_4638289,18
gene_2451765,18
gene_4405089,18
gene_2542392,18
gene_2204013,18
gene_4540846,18
gene_4088309,18
gene_3864697,18
gene_4021955,18
gene_3308717,18
gene_4578517,18
gene_3723759,18
gene_4635507,18
gene_4525919,18
gene_4015697,18
gene_4405189,18
gene_4631409,18
gene_3163159,18
gene_4063114,18
G1-3A_GL0109973,18
gene_4257004,18
gene_4502189,18
gene_3360103,18
gene_2936220,18
gene_2267147,18
gene_3561552,18
gene_3365449,18
gene_3688249,18
gene_4373423,18
gene_4483122,17
gene_4252705,17
gene_4632766,17
gene_3622006,17
gene_2479644,17
gene_3166850,17
gene_4248567,17
gene_2762206,17
2A-dyr14-06_GL0018873,17
gene_4549415,17
gene_4431481,17
gene_3534883,17
gene_3761008,17
gene_3154440,17
gene_3919807,17
gene_4522995,17
gene_4519327,17
gene_4374499,17
gene_3920429,17
gene_3739292,17
gene_3877033,17
gene_4441498,17
gene_2960316,17
gene_4015660,17
gene_4562113,17
gene_3335160,17
AF73-05_11_GL0209545,17
gene_4244866,17
gene_2564296,17
gene_4134797,17
gene_4203001,17
gene_3020242,17
gene_3624994,17
gene_3477439,17
gene_4449542,17
gene_4214931,17
gene_3788353,17
gene_4477933,17
gene_4188448,17
gene_4304471,17
gene_3342270,17
gene_3171902,17
gene_3813131,17
gene_3930693,17
gene_3203713,17
gene_4214791,17
gene_4239737,17
gene_4198066,17
gene_3900615,16
gene_2617804,16
gene_3630332,16
gene_4265316,16
gene_2891628,16
gene_4354034,16
gene_4280422,16
gene_3809061,16
gene_4593768,16
gene_4181468,16
gene_2945924,16
gene_3203716,16
gene_3910851,16
gene_3696814,16
gene_3195928,16
gene_3169699,16
gene_3729402,16
gene_4212152,16
gene_4207445,16
gene_4251654,16
gene_4560520,16
gene_3611061,16
gene_3606768,16
gene_4561988,16
gene_3491307,16
gene_2505865,16
gene_4141481,16
gene_4132911,16
gene_2624757,16
gene_4258089,16
gene_2444978,16
gene_3664881,16
gene_4022999,16
gene_3609578,16
gene_4019258,15
gene_4510842,15
gene_4247181,15
gene_2847665,15
gene_4059760,15
gene_4619635,15
gene_2751765,15
gene_3980150,15
gene_1941510,15
gene_3422684,15
gene_3577630,15
gene_2759629,15
gene_3843954,15
gene_3209100,15
gene_4131555,15
gene_4213637,15
gene_4442443,15
gene_4050349,15
gene_4512224,15
gene_4351361,15
gene_3357055,15
gene_3641927,15
22_GL0073286,15
gene_3916745,15
gene_2698357,15
gene_3873644,15
G1-8A_GL0145214,15
gene_3759426,15
gene_3371393,15
gene_2264954,15
gene_4335797,15
NZ_KB822471.1_cds_WP_040468308.1_953,15
gene_4172387,15
gene_3840202,14
gene_2997011,14
gene_4370760,14
gene_4471155,14
gene_3920705,14
gene_3188393,14
gene_4554458,14
gene_3904656,14
gene_3979571,14
gene_3771904,14
gene_3924558,14
gene_4460953,14
gene_3296140,14
gene_4174056,14
gene_4007592,14
gene_4602026,14
gene_3507903,14
gene_4367958,14
gene_3839567,14
gene_2815513,14
gene_4056695,14
gene_3487896,14
gene_2864658,14
gene_4237820,14
gene_3801155,14
gene_4325564,14
gene_4314512,14
gene_3147418,14
gene_4347975,14
gene_3768162,14
gene_4039330,14
gene_4198064,14
gene_4267891,14
gene_4095889,14
gene_4566738,14
gene_3970211,14
gene_3489285,14
gene_3835984,14
gene_4555675,14
HF-F_2_GL0008562,14
Food_6_GL0012619,14
gene_2524915,14
gene_3331960,13
gene_4194280,13
gene_2073551,13
gene_4335671,13
gene_2870586,13
gene_4606035,13
