gene,postFMT_3_colon
gene_4539942,208
gene_3363819,208
gene_3347716,207
gene_3772239,207
gene_3762565,207
gene_2837782,206
gene_4414410,205
gene_4333487,205
gene_4499431,205
gene_3037461,204
gene_4634338,204
gene_4172273,204
gene_3746759,203
gene_4158462,203
gene_3036178,203
gene_3191491,202
gene_4253810,202
gene_4106559,201
gene_4453499,201
gene_4304448,201
gene_3721277,200
gene_3473110,200
gene_3089759,200
gene_3862761,200
gene_4410467,199
gene_3891396,199
gene_3323454,199
gene_3273310,199
gene_4483277,198
gene_3251230,198
gene_3581102,198
gene_3546772,197
gene_3555335,197
gene_4320139,197
gene_3378237,197
gene_3696813,196
gene_2762763,196
gene_4622830,196
gene_4501677,196
gene_4462425,195
gene_3049061,195
gene_4169428,194
gene_4595680,194
gene_2905495,194
gene_3705808,193
gene_4633058,193
gene_3305502,193
gene_4046817,193
gene_4009535,193
gene_4329657,192
gene_3598423,192
gene_4287915,192
gene_4309498,192
gene_3545078,192
gene_3318738,192
gene_3967408,191
gene_4036360,191
gene_3147416,191
gene_3612590,191
gene_3335067,191
gene_4548882,190
gene_3391546,190
gene_3588999,190
gene_3264320,190
gene_2736174,190
gene_3395763,190
gene_3869673,190
gene_3615601,190
gene_4406399,190
gene_3213901,189
gene_3471875,189
gene_3221436,189
gene_4606530,189
gene_4484121,189
gene_4529375,189
gene_4406968,188
gene_3792451,188
gene_3295111,188
gene_4546409,188
gene_3969514,188
gene_3575890,187
gene_4420132,187
gene_4580872,186
gene_3600794,186
gene_3842103,185
gene_4041724,185
gene_3159664,185
gene_3638660,185
gene_4432102,185
gene_4135494,184
gene_4467399,184
gene_3728839,184
gene_3836959,184
gene_3921369,183
gene_3137781,183
gene_3701764,183
gene_4043077,183
gene_3673122,183
gene_4633740,182
gene_2657735,182
gene_3876445,182
gene_4033660,182
gene_3988271,182
gene_4216701,181
gene_4279215,181
gene_4036515,181
gene_2653875,181
gene_3136800,181
gene_3452612,181
gene_4489862,181
gene_4612043,180
gene_4305460,180
gene_3016781,180
gene_4258902,179
gene_3685730,179
gene_4320912,179
gene_4443786,178
gene_3740128,178
gene_4493590,178
gene_4392070,178
gene_3631341,178
gene_3572156,178
gene_4447285,177
gene_4540577,177
gene_3149382,177
gene_4065008,177
gene_3847211,177
gene_4209155,177
gene_4585997,177
gene_4378487,177
gene_4265553,177
gene_4562190,176
gene_3569353,176
gene_4566288,176
gene_4403355,176
gene_3048704,176
gene_3433147,175
DSM22607_4_GL0340256,175
gene_4044965,175
gene_4485092,175
gene_2677191,175
gene_3873906,174
gene_3896904,174
gene_3866419,174
gene_4118449,174
gene_4500981,174
gene_4051738,173
gene_3968139,173
gene_3176526,173
gene_3536024,173
gene_3784095,173
gene_3241815,173
gene_3742710,173
gene_1958653,173
gene_4632305,172
gene_4483988,172
gene_4018366,172
gene_4611458,172
gene_4032535,171
gene_2217371,171
gene_4529292,171
gene_4108300,170
gene_4158416,170
gene_2481200,170
gene_3767204,170
gene_3385642,170
gene_4420533,170
gene_4139158,170
gene_3780972,169
gene_4222121,169
gene_4494409,169
gene_3230397,169
gene_4375746,168
gene_4591505,168
gene_4499699,168
gene_3277055,168
gene_4632783,168
gene_4434951,168
gene_3587112,168
gene_4257777,167
gene_4502224,167
gene_3913077,167
gene_3374861,167
gene_2902355,166
gene_4505036,166
gene_3300666,166
gene_4466754,165
gene_3477059,165
gene_4220068,165
gene_3377575,165
gene_4021958,164
gene_4615338,164
gene_3209101,164
gene_4132721,164
gene_4299436,164
gene_3913538,164
gene_4151035,164
gene_4053958,164
gene_2953684,164
gene_4433565,163
gene_3758893,163
gene_4263639,163
gene_4557870,163
gene_4231947,163
gene_4467509,163
gene_4160447,162
gene_3746756,162
gene_4315453,162
gene_3880524,162
gene_3032996,162
gene_3934547,162
gene_2851782,161
gene_4534171,161
gene_3211338,161
gene_3178395,161
gene_4624028,160
gene_3576352,160
gene_3534785,160
gene_4305320,160
gene_3986867,160
gene_4034273,159
gene_3646316,159
gene_2560333,159
gene_4604030,159
gene_4317560,159
gene_2476697,159
gene_4422374,158
gene_3945907,158
gene_4474935,158
gene_3520790,158
gene_4346760,158
gene_3996218,158
gene_4573738,158
gene_4513875,157
gene_3461831,157
gene_2596772,157
gene_4353641,157
gene_4542301,157
gene_4626142,157
gene_4416358,157
gene_1873664,157
gene_4179326,156
gene_4019895,156
gene_3008714,156
gene_2507054,156
gene_4495266,156
gene_4309799,156
gene_2839179,156
gene_3247777,155
gene_4603222,154
gene_3256291,154
gene_3918469,154
gene_2986687,154
gene_4217315,153
gene_4085699,153
gene_4471536,153
gene_3992708,153
gene_4544228,152
gene_2855783,152
gene_3208292,152
gene_4155791,151
gene_4317122,151
gene_4625580,151
gene_4504041,151
gene_3992728,150
gene_3405831,150
gene_4050456,150
gene_4265317,150
gene_3651666,150
gene_4566746,149
gene_3656140,149
gene_2876811,149
gene_3361261,149
gene_3929361,149
gene_3128801,149
gene_3979507,149
gene_3824923,149
gene_4394211,149
gene_4044582,149
gene_3635121,149
gene_3935885,148
gene_3867818,148
gene_4520153,148
gene_4099366,148
gene_4629454,148
gene_4023847,148
gene_4117699,148
gene_4542711,147
gene_4089261,147
gene_4497719,147
gene_3302001,146
gene_3110449,146
gene_4157882,146
gene_2736075,146
gene_4096662,146
gene_3977405,146
gene_4067681,146
gene_3511474,145
gene_4214772,145
gene_3343755,145
gene_3902442,145
gene_3986654,145
gene_3875564,145
gene_2938602,144
gene_4105483,144
gene_3998040,144
gene_4147143,144
gene_3431941,144
gene_3314902,144
gene_3970794,144
gene_2933446,144
gene_3675602,143
gene_4497716,143
gene_3885384,143
gene_3314169,143
gene_4628276,143
gene_4073708,143
gene_4153791,143
gene_3293886,143
gene_3393630,143
gene_2687372,143
gene_3789038,142
gene_4568437,142
gene_4250014,142
gene_4426549,142
gene_4009128,142
gene_3684198,141
gene_3244653,141
gene_3789039,141
gene_2892854,140
gene_4183762,140
gene_2115899,140
gene_4216838,140
gene_3267496,140
gene_3412541,139
gene_4160203,139
gene_4598259,139
gene_4073625,138
gene_4540508,138
gene_4485091,138
gene_2794778,138
gene_4255344,137
gene_3675437,137
gene_3470408,137
gene_3944013,137
gene_3868655,137
gene_3217844,137
gene_3252853,137
gene_2777823,137
gene_3731283,137
gene_4040747,136
gene_3790399,136
gene_3596412,136
gene_3217843,136
gene_4241412,136
gene_3942197,136
gene_4395000,135
gene_4474926,135
gene_4363576,135
gene_4413039,135
gene_3616270,135
gene_4474117,135
gene_4018401,134
gene_3992196,134
gene_3852974,134
gene_4149989,134
gene_4159504,134
gene_4088307,134
gene_3823488,134
gene_4618044,133
gene_4616863,133
gene_4121122,133
gene_3544107,133
gene_4304252,132
gene_4383681,132
gene_4330947,132
gene_3544564,132
gene_4384708,131
gene_3917252,131
gene_3589527,131
gene_4437273,131
gene_3980224,131
gene_2583973,131
gene_3154619,131
gene_2195471,131
gene_2794975,131
gene_3782941,130
gene_4492526,130
gene_4601967,130
gene_4090523,130
gene_3052508,130
gene_4463221,130
gene_3317329,129
gene_4137251,129
gene_3930784,129
gene_3656090,129
gene_4509529,129
gene_4467506,129
gene_3740383,129
gene_3675601,128
gene_3617341,128
gene_3573521,128
gene_4445564,128
gene_4153442,128
gene_2836625,128
gene_4304251,128
gene_2588043,127
gene_3151781,127
gene_4153792,127
gene_4261888,127
gene_3716832,127
gene_3535619,126
gene_3839277,126
gene_3524799,126
gene_3818620,126
gene_3474526,126
gene_4310092,126
gene_3978143,126
gene_2807308,126
gene_4088308,126
gene_4456613,125
gene_3736960,125
gene_4419666,125
gene_3940284,125
gene_2865884,125
gene_3331940,125
gene_1930568,125
gene_3986306,125
gene_4347666,125
gene_3203715,125
gene_4222118,124
gene_4611670,124
gene_3913946,124
gene_4604285,124
gene_4609966,124
gene_4436151,124
gene_3271895,124
gene_3782836,123
gene_3249762,123
gene_3419734,123
gene_4556934,123
gene_4334077,123
gene_4503882,123
gene_4306960,123
gene_4303071,122
gene_4383761,122
gene_4089602,122
gene_4089409,122
gene_3414630,121
gene_2347056,121
gene_3979470,121
gene_3821375,121
gene_3867072,121
gene_4149240,121
gene_3558225,121
gene_3087960,121
gene_3468031,120
gene_4574726,119
gene_2788973,119
gene_4471081,119
gene_3905500,119
gene_4157349,119
gene_4059909,119
gene_4107753,119
gene_3873057,119
gene_3000862,119
gene_3548732,119
gene_4419114,119
gene_2658003,119
gene_4385236,118
gene_4021415,118
gene_4274409,118
gene_3911803,118
gene_2748605,118
gene_3830070,118
gene_4180576,118
gene_4095929,118
gene_3878529,118
gene_3913539,117
gene_3576356,117
gene_4003577,117
gene_4370922,117
gene_3247778,117
gene_3811264,117
gene_3570235,117
gene_3870295,117
gene_4358652,116
gene_4577249,116
gene_3477282,116
gene_3408849,116
gene_4369416,116
gene_4070299,116
gene_3986267,116
gene_3020502,116
gene_4087327,116
gene_3700930,116
gene_3699416,115
gene_4483276,115
gene_4225054,115
gene_4540214,115
gene_3996528,115
gene_4172081,115
gene_2974536,115
gene_3991949,115
gene_3250146,115
gene_2855784,115
gene_4021954,115
gene_3831705,115
gene_3331026,114
gene_3340960,114
gene_4040375,114
gene_3924911,114
gene_4612983,114
gene_4249474,114
gene_4131553,114
gene_4634916,113
gene_4016255,113
gene_4146844,113
gene_4216341,113
gene_4207199,113
gene_3761497,113
gene_3501541,113
gene_3987824,113
gene_3940249,113
gene_4123435,113
gene_3259552,113
gene_2844581,113
gene_3521261,113
gene_4218354,112
gene_3431942,112
gene_3727693,112
gene_4103029,112
gene_4330948,111
gene_3352067,111
gene_4152129,111
gene_4059907,111
gene_4308400,111
gene_4273368,111
gene_3992068,111
gene_4097100,111
gene_3576986,111
gene_3388185,111
gene_4517282,111
gene_4086729,111
gene_2907468,110
gene_4435122,110
gene_4548236,110
gene_3483168,109
gene_4348081,109
gene_3793510,109
gene_4609872,109
gene_3144828,109
gene_3485290,109
gene_4615339,109
gene_3894563,109
gene_4448664,109
gene_4523717,109
gene_4542087,108
gene_3407586,108
gene_2382596,108
gene_3866491,108
gene_2489998,108
gene_4513989,108
gene_4006072,108
gene_3470506,108
gene_4140834,108
gene_3763409,107
gene_4182919,107
gene_3552768,107
gene_3395345,107
gene_3886870,107
gene_4137143,106
gene_3656089,106
gene_4265295,106
gene_4458882,106
gene_4513576,106
gene_2651766,106
gene_3532645,106
gene_4334388,105
gene_4069655,105
gene_3985860,105
gene_4258310,105
gene_4465933,105
gene_2684157,105
gene_3748570,105
gene_4254653,105
gene_4231946,104
gene_3452368,104
gene_3752730,104
gene_4609410,104
gene_4367107,104
gene_2436565,104
gene_4286467,104
gene_4449784,103
gene_4252529,103
gene_3930336,103
gene_3312054,103
gene_4242693,103
gene_3558226,103
gene_2398524,102
gene_2545589,102
gene_3729740,102
gene_3655250,102
gene_4013034,102
gene_4200727,102
gene_2688324,102
gene_3892935,102
gene_3515995,101
gene_4596036,101
gene_4246894,101
gene_3537520,101
gene_4426836,101
gene_2950539,101
gene_2256624,101
gene_4268601,101
gene_3768640,101
gene_3138143,101
gene_3410007,100
gene_3545699,100
gene_4282880,100
gene_4586186,100
gene_2659887,100
gene_4146198,100
gene_3740385,100
gene_4324715,100
gene_3339741,100
gene_4218946,100
gene_4616818,100
gene_4387186,100
gene_4280827,100
gene_3910325,100
gene_4253613,100
gene_3629582,100
gene_4489830,100
gene_4543219,99
gene_4348083,99
gene_3314903,99
gene_4435123,99
gene_2942453,99
gene_4130003,99
gene_4584189,99
gene_3574475,99
gene_3208633,99
gene_2525169,99
gene_2671473,99
gene_4062857,99
gene_4298553,99
gene_3825579,98
gene_4001575,98
gene_2497116,98
gene_4630560,98
gene_4382686,98
gene_3584032,98
gene_4622913,98
gene_2947255,98
gene_3209099,98
gene_4327639,98
gene_4623429,98
gene_1796288,97
gene_4545438,97
gene_4408105,97
gene_3321131,97
gene_3776251,96
gene_4030929,96
gene_3583194,96
gene_4215772,96
gene_2843767,96
gene_4308971,96
gene_2862595,96
gene_2658889,96
gene_2775055,96
gene_3366673,96
gene_4055708,96
gene_3955079,95
gene_4593702,95
gene_2982674,95
gene_4290880,95
gene_3009815,95
gene_4218945,95
gene_3293038,95
gene_3209751,95
gene_3016197,95
gene_3061537,95
gene_3768885,94
gene_4523371,94
gene_3611881,94
gene_4605923,94
gene_4392938,94
gene_3158796,94
gene_3825342,94
gene_3880134,94
gene_4556371,93
gene_4546408,93
gene_4239563,93
gene_3653030,93
gene_3738895,93
gene_2531463,93
gene_4179816,93
gene_3649676,93
gene_3947896,93
gene_3553954,93
gene_3269065,93
gene_3594870,93
gene_2554634,93
gene_3762862,93
gene_3649966,93
gene_2658890,93
gene_4321820,93
gene_2791557,93
gene_3391813,93
gene_3360103,93
gene_3851480,93
gene_4287837,93
gene_4246071,92
gene_3432626,92
gene_4128623,92
gene_4622483,92
gene_4105546,92
gene_4120103,92
gene_3411395,91
gene_4080173,91
gene_3045510,91
gene_4438282,91
gene_4203263,91
gene_2688259,91
gene_4470406,91
gene_1943946,90
gene_3020902,90
gene_4378040,90
gene_4096958,90
gene_3720711,90
gene_3903189,90
gene_3426084,90
gene_4108746,90
gene_4612385,90
gene_2400855,90
gene_4334389,89
gene_4399332,89
gene_4128625,89
gene_3804073,89
gene_3805266,89
gene_4516147,89
gene_4107239,89
gene_4259368,89
gene_4609967,88
gene_3878528,88
gene_3570114,88
gene_3424683,88
gene_2548133,88
gene_3396364,88
gene_2398525,88
gene_3781212,88
gene_3701333,88
gene_3910328,87
gene_3387999,87
gene_3847533,87
gene_4064682,87
gene_4511433,87
gene_3557530,87
gene_4095762,87
gene_4321906,86
gene_3958335,86
gene_4411418,86
gene_4299283,86
gene_3905031,86
gene_3659756,86
gene_3256987,86
gene_3840599,86
gene_4389477,86
gene_4187980,86
gene_3016196,86
gene_3015770,85
gene_3525804,85
gene_4140213,85
gene_4093542,85
gene_3835875,85
gene_3359669,85
gene_2748457,85
gene_4079729,85
gene_3994098,85
gene_4110617,84
gene_4269533,84
gene_3971172,84
gene_4350987,84
gene_3942185,84
gene_4131554,84
gene_2828118,84
gene_4572013,84
gene_4520504,84
gene_4032220,84
gene_3611523,84
gene_3723278,83
gene_4385476,83
gene_4373937,83
gene_3447360,83
gene_3017876,83
gene_4409338,83
gene_3434320,83
gene_3701217,83
gene_3170172,83
gene_4637268,83
gene_4222117,82
gene_4168454,82
gene_4291186,82
gene_4452723,82
gene_4042559,82
gene_4497927,82
gene_3524792,82
gene_4410001,81
gene_4485093,81
gene_3845096,81
gene_4099942,81
gene_3386808,81
gene_3791658,81
gene_4451134,81
gene_3962232,81
gene_3530376,81
gene_4527917,81
gene_3755259,81
gene_2612009,81
gene_3661365,81
gene_4241568,80
gene_3517306,80
gene_4213680,80
gene_3952118,80
gene_4099202,80
gene_4235718,80
gene_4426395,80
gene_4210246,80
gene_2988423,80
gene_3238698,80
gene_4528196,80
gene_4446473,79
gene_4430403,79
gene_3784734,79
gene_4442343,79
gene_2738377,79
gene_4500980,79
gene_4321182,79
gene_3823417,78
gene_4101748,78
gene_4564532,78
gene_3497191,78
gene_3442602,78
gene_4238894,78
gene_4088309,78
gene_3229695,78
gene_4503527,78
gene_2726972,78
gene_3030514,78
gene_2847653,77
gene_4412666,77
gene_3457766,77
gene_2517279,77
gene_4528749,77
gene_4573431,76
gene_4353436,76
gene_3162651,76
gene_4022371,76
gene_3443561,76
gene_3098645,76
gene_4473652,76
gene_2907312,76
gene_2027438,76
gene_4058617,75
gene_3846320,75
gene_4467507,75
gene_4364448,75
gene_4561712,75
gene_3638608,75
gene_3568137,75
gene_3876300,75
gene_3245032,75
gene_4369391,75
gene_4346855,74
gene_3963734,74
gene_3835586,74
gene_4115873,74
gene_4412464,74
gene_2891827,74
gene_3819729,74
gene_2889990,74
gene_3369022,74
gene_4279060,73
gene_4546130,73
gene_3205533,73
gene_4578517,73
gene_2598443,73
gene_3754341,73
gene_4602238,73
gene_4116340,73
gene_3503605,72
gene_4549415,72
gene_4157725,72
gene_3193677,72
gene_4103682,72
gene_3912717,72
gene_3826634,72
gene_4293903,72
gene_3225670,72
gene_4325086,72
gene_4443788,71
gene_2403163,71
gene_3504372,71
gene_4179817,71
gene_4358011,71
gene_3902595,71
gene_4236880,71
gene_4258089,71
gene_4007919,71
gene_3335066,71
gene_3053565,71
gene_3603345,70
gene_4337085,70
gene_4466074,70
gene_3377577,70
gene_3533367,70
gene_3420392,70
gene_4372256,70
gene_4063114,70
gene_4382972,70
gene_4080231,70
gene_3788613,69
gene_4114702,69
gene_3853186,69
gene_4181468,69
gene_4203262,69
gene_2762206,69
gene_4434871,69
gene_3487708,69
gene_3125400,69
gene_3939574,69
gene_3975977,68
gene_2360609,68
gene_4317729,68
gene_3815982,68
gene_3752113,68
gene_3939997,68
gene_3892505,68
gene_3573009,68
gene_3694244,68
gene_4529695,68
gene_3748625,67
gene_4007592,67
gene_3916226,67
gene_4145712,67
gene_3928646,67
gene_4438048,67
gene_3251442,67
gene_3508106,67
gene_4442437,67
gene_3422190,67
gene_4244866,67
gene_3684338,67
gene_4502189,67
gene_3591813,66
gene_3026649,66
gene_3730822,66
gene_3203079,66
gene_4529699,66
gene_4517630,66
gene_4239190,66
gene_1797084,66
gene_3647451,66
gene_3549334,66
gene_4624815,66
gene_4258739,66
gene_4417977,66
gene_4536110,66
gene_2113055,66
gene_3021138,66
gene_3830681,65
gene_4037308,65
gene_3950111,65
gene_3224473,65
gene_4003123,65
gene_2975699,65
gene_4492869,65
gene_3887703,65
gene_4288577,65
gene_4104294,65
gene_4322121,64
gene_3365398,64
gene_4335671,64
gene_4348082,64
4-4_GL0084790,64
gene_3340959,64
gene_3224342,64
gene_1228123,64
gene_3559517,64
gene_3371393,64
gene_4039328,64
gene_3864697,64
gene_3031888,64
gene_3736800,64
gene_3878289,64
gene_3688249,64
gene_3367050,63
gene_4405191,63
gene_3930782,63
gene_4582928,63
gene_3672159,63
gene_4214790,63
gene_2226190,63
gene_4498628,63
gene_4070916,63
gene_3546743,63
gene_4635507,63
gene_4174320,63
gene_3637357,63
gene_4270176,62
gene_4320137,62
gene_3483964,62
gene_4505499,62
gene_4633114,62
gene_2839180,62
gene_3008563,62
gene_3812130,62
gene_3766364,62
gene_4631316,62
gene_2862090,62
gene_3122280,61
gene_4559732,61
gene_3624994,61
gene_4091043,61
gene_3788353,61
gene_4513990,60
gene_3178518,60
gene_4018213,60
gene_4156632,60
gene_4525919,60
gene_3573195,60
gene_4560520,60
gene_2985365,60
gene_3769682,60
gene_3794014,59
gene_4117233,59
gene_3840600,59
gene_2451765,59
gene_3283102,59
gene_4306017,59
gene_3120991,59
gene_4563513,59
gene_4248567,59
gene_4280128,59
gene_3566700,58
gene_3979508,58
gene_3636022,58
gene_3948070,58
gene_4096066,58
gene_4566159,58
gene_3183669,58
gene_4477387,58
gene_4214791,58
gene_2207959,57
gene_3319054,57
gene_3240042,57
gene_4566738,57
gene_4452467,57
gene_4095889,57
gene_3900615,57
gene_2155406,57
gene_3985927,57
gene_3359107,57
gene_3943020,56
gene_3896782,56
gene_4339927,56
gene_3859151,56
gene_3664881,56
gene_4245387,56
gene_2579591,56
gene_3764832,56
gene_4198066,56
gene_3920429,56
gene_4527576,56
gene_3801155,55
gene_3295179,55
gene_3501642,55
gene_2779193,55
gene_2821593,55
gene_4227884,55
gene_4556772,55
gene_3422684,55
gene_4290563,55
gene_3894131,55
gene_3619597,55
gene_3163159,55
gene_4638289,55
gene_2615331,54
gene_4620662,54
gene_3611061,54
gene_2731442,54
gene_4131555,54
gene_4351361,54
gene_2348583,54
gene_2242713,53
gene_3394078,53
gene_4158662,53
gene_3839417,53
gene_3723759,53
gene_3070147,53
gene_4480420,53
gene_3680054,53
gene_3874223,53
gene_3356152,53
gene_2479644,53
gene_4252705,53
gene_2684484,53
gene_3070690,53
gene_4445774,53
gene_4437088,52
gene_3703611,52
gene_4488023,52
gene_2745606,52
gene_4237576,52
gene_2836867,52
gene_2839877,52
gene_4491746,52
gene_3237970,52
gene_2960316,52
gene_4207445,52
gene_3697920,52
gene_3987263,51
gene_3534883,51
gene_2244609,51
gene_2668423,51
gene_3840202,51
gene_3700585,51
DSM22607_4_GL0243623,51
gene_4441498,51
gene_4506981,51
gene_2542392,51
gene_4138552,50
gene_2300063,50
gene_3169507,50
gene_3385050,50
gene_3860130,50
gene_4253786,50
gene_3878339,50
gene_2444072,50
gene_4021342,50
gene_4277213,50
gene_3148548,50
gene_3465852,50
gene_4228672,50
gene_4475386,50
gene_3902141,50
gene_3946214,50
gene_4545706,50
gene_3576320,49
gene_4015697,49
gene_4561586,49
gene_4147670,49
gene_3061667,49
gene_4109179,49
gene_3241222,49
gene_3737321,48
gene_4452507,48
gene_4498685,48
gene_4343613,48
gene_3507903,48
gene_4401953,48
gene_2958888,48
gene_3708805,48
gene_4328904,48
gene_4619635,48
gene_4342427,48
gene_4442443,48
gene_4363402,48
gene_4224908,48
gene_3768162,48
gene_3952487,48
gene_3296140,47
gene_3970211,47
gene_4228096,47
gene_4280422,47
gene_4471155,47
gene_3747117,47
gene_3843954,47
gene_4247181,47
gene_4431481,47
gene_3477439,47
gene_4374499,47
gene_3606768,47
gene_4631409,46
gene_3319848,46
gene_4019258,46
gene_4602026,46
gene_4421702,46
gene_4008014,46
gene_3169699,46
gene_4519327,46
gene_3688415,46
gene_3769614,46
gene_2891628,45
gene_3539774,45
gene_2671553,45
HF-F_4_GL0315444,45
gene_3166850,45
gene_4192376,45
gene_3335160,45
gene_3357055,45
gene_3739292,45
gene_3222669,45
gene_3363935,44
gene_2974748,44
gene_2264954,44
gene_3308717,44
gene_3195928,44
gene_3754200,44
gene_4110883,44
gene_4089109,44
gene_2759629,44
gene_4015660,44
gene_3577630,44
gene_3020242,44
Food_11_GL0357206,44
gene_4082320,44
gene_2870586,43
gene_4561988,43
gene_3896186,43
gene_3968138,43
gene_4304471,43
gene_3209100,43
gene_4356249,43
gene_3706445,43
gene_3877458,43
gene_3813131,43
gene_3771904,43
gene_3839567,43
gene_3963550,43
gene_4397118,43
gene_3896976,43
gene_3877033,43
gene_2073551,43
gene_3236789,43
gene_4161604,43
gene_4449542,43
gene_2197877,43
gene_3622006,42
HF-F_2_GL0008562,42
gene_4022999,42
gene_3701052,42
gene_4198064,42
gene_4132911,42
gene_4517788,42
gene_3889288,42
gene_1941510,42
gene_4405189,42
gene_3794844,42
gene_4480472,42
gene_3743822,42
gene_4438084,42
gene_4606035,41
gene_4318733,41
gene_4134797,41
gene_4194280,41
gene_4354034,41
gene_2345741,41
gene_4188448,41
gene_4103276,41
gene_4615558,41
gene_4540846,41
gene_4559733,41
gene_3753724,41
gene_4499199,41
gene_4285981,41
gene_4414549,41
gene_3630332,41
gene_4405089,41
gene_4257004,41
gene_2267147,40
gene_4050349,40
gene_2021737,40
gene_3814702,40
gene_3605075,40
gene_3920705,40
gene_2945924,40
gene_2564296,40
gene_4562113,40
gene_4347975,40
gene_4039330,40
gene_3171902,39
gene_4541878,39
gene_4632766,39
gene_4066797,39
gene_3858975,39
gene_2505865,39
gene_4258903,39
gene_4515345,39
gene_4593768,39
gene_4239737,39
gene_4058580,39
gene_2444978,39
gene_4483122,39
gene_4076446,39
gene_3491307,39
gene_3422685,39
gene_3062715,39
gene_3965834,39
gene_4021955,38
gene_3407587,38
gene_3609578,38
gene_3916745,38
gene_3909592,38
gene_2801242,38
gene_3729402,38
gene_3325611,38
gene_4152213,38
gene_4446864,38
gene_4237820,38
gene_2584443,38
gene_4474332,38
gene_3759426,38
gene_3835984,38
gene_2947299,38
gene_4477933,38
gene_3203713,38
gene_3015454,38
gene_4452368,37
gene_3659142,37
gene_3582062,37
gene_3772264,37
gene_3147418,37
gene_4084415,37
gene_3561552,37
gene_4017616,37
gene_3703836,37
gene_4445555,37
gene_4273003,37
gene_3791024,37
gene_3331960,37
gene_3460949,37
gene_4437344,37
gene_4595285,37
gene_4510842,37
gene_4265316,37
gene_2660287,37
gene_3681740,37
gene_3365449,37
gene_3873644,36
gene_4056695,36
gene_2738378,36
gene_4216454,36
gene_4169248,36
gene_3360102,36
gene_4185014,36
gene_3441169,36
gene_4094560,36
gene_4259576,36
gene_4461645,36
gene_4092853,36
gene_3735792,36
gene_4512224,36
gene_4367958,36
gene_4103030,35
gene_3910851,35
gene_4287701,35
gene_3930693,35
gene_4314512,35
gene_4034762,35
gene_4442367,35
gene_4059760,35
gene_4471424,35
gene_3783768,35
gene_3924558,35
